split,name,a0_psnr,a0_ssim,udpnet_psnr,udpnet_ssim,delta_psnr,delta_ssim,filename_param_1,filename_param_2,input_luma_mean,input_luma_std,input_luma_min,input_luma_max,input_luma_range,input_saturation_mean,input_saturation_std,input_saturation_min,input_saturation_max,input_saturation_range,dark_channel_mean,dark_channel_std,dark_channel_min,dark_channel_max,dark_channel_range,bright_channel_mean,bright_channel_std,bright_channel_min,bright_channel_max,bright_channel_range,depth_mean,depth_std,depth_min,depth_max,depth_range,input_luma_contrast,input_highfreq_energy,input_edge_mean,depth_grad_mean,depth_near_ratio_gt_0_66,depth_far_ratio_lt_0_33,depth_image_edge_mismatch,depth_luma_std_ratio,udp_a0_absdiff_mean,udp_a0_absdiff_std,udp_a0_absdiff_min,udp_a0_absdiff_max,udp_a0_absdiff_range,udp_a0_luma_shift_mean,udp_a0_luma_shift_abs_mean,udp_a0_chroma_u_abs_mean,udp_a0_chroma_v_abs_mean,udp_a0_lowfreq_abs_mean,udp_a0_highfreq_abs_mean,udp_a0_low_high_abs_ratio,alpha_0p00_psnr,alpha_0p00_ssim,alpha_0p00_delta_psnr,alpha_0p00_delta_ssim,alpha_0p00_gain_ge_0_05,alpha_0p00_gain_ge_0_10,alpha_0p00_gain_ge_0_20,alpha_0p00_bad_risk,alpha_0p25_psnr,alpha_0p25_ssim,alpha_0p25_delta_psnr,alpha_0p25_delta_ssim,alpha_0p25_gain_ge_0_05,alpha_0p25_gain_ge_0_10,alpha_0p25_gain_ge_0_20,alpha_0p25_bad_risk,alpha_0p50_psnr,alpha_0p50_ssim,alpha_0p50_delta_psnr,alpha_0p50_delta_ssim,alpha_0p50_gain_ge_0_05,alpha_0p50_gain_ge_0_10,alpha_0p50_gain_ge_0_20,alpha_0p50_bad_risk,alpha_0p75_psnr,alpha_0p75_ssim,alpha_0p75_delta_psnr,alpha_0p75_delta_ssim,alpha_0p75_gain_ge_0_05,alpha_0p75_gain_ge_0_10,alpha_0p75_gain_ge_0_20,alpha_0p75_bad_risk,alpha_1p00_psnr,alpha_1p00_ssim,alpha_1p00_delta_psnr,alpha_1p00_delta_ssim,alpha_1p00_gain_ge_0_05,alpha_1p00_gain_ge_0_10,alpha_1p00_gain_ge_0_20,alpha_1p00_bad_risk,oracle_best_alpha,oracle_best_alpha_delta_psnr,oracle_best_alpha_delta_ssim,bucket
train_inner,1000_0.74_1.6.png,36.873966217041016,0.9977741241455078,35.30833053588867,0.9973965883255005,-1.5656356811523438,-0.0003775358200073242,0.74,1.6,0.6547859311103821,0.16558842360973358,0.03911372646689415,0.9802901744842529,0.9411764740943909,0.10442375391721725,0.0735827311873436,0.0,1.0,1.0,0.6112313270568848,0.16595692932605743,0.0,0.9686274528503418,0.9686274528503418,0.6821719408035278,0.17370188236236572,0.04313725605607033,1.0,0.95686274766922,0.26967376470565796,0.31800490617752075,0.0,1.0,1.0,0.16558842360973358,0.033397894352674484,0.02142493799328804,0.0025219290982931852,0.18060000240802765,0.639674961566925,1.3532415628433228,1.9204537868499756,0.005307174753397703,0.004421029705554247,0.0,0.03825098276138306,0.03825098276138306,0.0028085140511393547,0.005314230918884277,0.0017809877172112465,0.002198215341195464,0.004828044679015875,0.0011826722184196115,4.082318305969238,36.873966217041016,0.9977741241455078,0.0,0.0,0,0,0,0,36.60063934326172,0.997822642326355,-0.2733268737792969,4.851818084716797e-05,0,0,0,1,36.23331069946289,0.9977754950523376,-0.640655517578125,1.3709068298339844e-06,0,0,0,1,35.79514694213867,0.9976339340209961,-1.0788192749023438,-0.00014019012451171875,0,0,0,1,35.30833053588867,0.9973965883255005,-1.5656356811523438,-0.0003775358200073242,0,0,0,1,0.0,0.0,0.0,hard_bottom25_by_a0
train_inner,1001_0.89_1.66.png,35.02719497680664,0.975357711315155,34.42298126220703,0.9682943224906921,-0.6042137145996094,-0.007063388824462891,0.89,1.66,0.7081199288368225,0.2529074549674988,0.01272549107670784,0.9979333877563477,0.9852079153060913,0.030096299946308136,0.03360483795404434,0.0,1.0,1.0,0.6976936459541321,0.25574639439582825,0.0,0.9921568632125854,0.9921568632125854,0.7127602100372314,0.2514234483242035,0.01568627543747425,1.0,0.9843137264251709,0.3007396161556244,0.22574461996555328,0.0,1.0,1.0,0.2529074549674988,0.02634153701364994,0.014042639173567295,0.008685771375894547,0.10414374619722366,0.5303937196731567,1.2175512313842773,0.8925977349281311,0.005045327823609114,0.004704020451754332,0.0,0.03824228048324585,0.03824228048324585,-0.001054128399118781,0.0049501643516123295,0.0004963221144862473,0.0006088277441449463,0.0047032530419528484,0.0007742908783257008,6.0742716789245605,35.02719497680664,0.975357711315155,0.0,0.0,0,0,0,0,34.98859786987305,0.9736510515213013,-0.03859710693359375,-0.0017066597938537598,0,0,0,1,34.87032699584961,0.9718651175498962,-0.15686798095703125,-0.003492593765258789,0,0,0,1,34.67865753173828,0.9700726270675659,-0.3485374450683594,-0.005285084247589111,0,0,0,1,34.42298126220703,0.9682943224906921,-0.6042137145996094,-0.007063388824462891,0,0,0,1,0.0,0.0,0.0,hard_bottom25_by_a0
train_inner,1003_0.9_1.06.png,38.72209548950195,0.9870579242706299,35.51217269897461,0.977533757686615,-3.2099227905273438,-0.009524166584014893,0.9,1.06,0.665395200252533,0.2746180593967438,0.01272549107670784,0.9967608451843262,0.9840353727340698,0.040598805993795395,0.04437842220067978,0.0,1.0,1.0,0.6530358195304871,0.2770632207393646,0.0,0.9921568632125854,0.9921568632125854,0.6709100604057312,0.2732510268688202,0.01568627543747425,1.0,0.9843137264251709,0.2925341725349426,0.21106001734733582,0.0,1.0,1.0,0.2746180593967438,0.02784004993736744,0.016196908429265022,0.008635977283120155,0.08727499842643738,0.5691937208175659,1.2218748331069946,0.7685583829879761,0.005623953882604837,0.004362226463854313,0.0,0.02803662419319153,0.02803662419319153,0.0033209396060556173,0.005534077528864145,0.00042861021938733757,0.0005271421978250146,0.005411738064140081,0.0006599464686587453,8.200267791748047,38.72209548950195,0.9870579242706299,0.0,0.0,0,0,0,0,37.92034912109375,0.9848407506942749,-0.8017463684082031,-0.0022171735763549805,0,0,0,1,37.100406646728516,0.9824610948562622,-1.6216888427734375,-0.004596829414367676,0,0,0,1,36.2922477722168,0.9800075888633728,-2.4298477172851562,-0.00705033540725708,0,0,0,1,35.51217269897461,0.977533757686615,-3.2099227905273438,-0.009524166584014893,0,0,0,1,0.0,0.0,0.0,mid_by_a0
train_inner,1004_0.91_1.17.png,37.06013107299805,0.9884831309318542,34.963714599609375,0.9799320101737976,-2.096416473388672,-0.00855112075805664,0.91,1.17,0.6755477786064148,0.2707780599594116,0.01272549107670784,0.9967608451843262,0.9840353727340698,0.03801693767309189,0.04158710315823555,0.0,1.0,1.0,0.6636142134666443,0.27332624793052673,0.0,0.9921568632125854,0.9921568632125854,0.6808720231056213,0.26937243342399597,0.01568627543747425,1.0,0.9843137264251709,0.29503777623176575,0.2137214094400406,0.0,1.0,1.0,0.2707780599594116,0.02751130238175392,0.01570417545735836,0.008655787445604801,0.09188124537467957,0.5536875128746033,1.2203726768493652,0.7892863154411316,0.005426282994449139,0.004334894474595785,0.0,0.028987638652324677,0.028987638652324677,0.0019503904040902853,0.005342808552086353,0.00046404756722040474,0.0005355281755328178,0.0051889242604374886,0.0006911263917572796,7.507923603057861,37.06013107299805,0.9884831309318542,0.0,0.0,0,0,0,0,36.610198974609375,0.9865667223930359,-0.4499320983886719,-0.0019164085388183594,0,0,0,1,36.094661712646484,0.9844452738761902,-0.9654693603515625,-0.0040378570556640625,0,0,0,1,35.539100646972656,0.982215166091919,-1.5210304260253906,-0.006267964839935303,0,0,0,1,34.963714599609375,0.9799320101737976,-2.096416473388672,-0.00855112075805664,0,0,0,1,0.0,0.0,0.0,hard_bottom25_by_a0
train_inner,1005_0.74_1.81.png,38.319766998291016,0.9963929057121277,37.74288558959961,0.9956490397453308,-0.5768814086914062,-0.000743865966796875,0.74,1.81,0.5858486890792847,0.15380904078483582,0.006949020083993673,0.9965922236442566,0.9896432161331177,0.05984683707356453,0.06212453544139862,0.0,1.0,1.0,0.5636911392211914,0.15511482954025269,0.0,0.9803921580314636,0.9803921580314636,0.5954480171203613,0.15311042964458466,0.007843137718737125,1.0,0.9921568632125854,0.27655941247940063,0.18895812332630157,0.0,1.0,1.0,0.15380904078483582,0.04607321694493294,0.046116746962070465,0.008142398670315742,0.07958124577999115,0.7514249682426453,1.0638751983642578,1.2285242080688477,0.006416101474314928,0.005172932054847479,0.0,0.06765082478523254,0.06765082478523254,-0.0011061112163588405,0.006185377482324839,0.0016976111801341176,0.001909235492348671,0.005292540416121483,0.0026193929370492697,2.020521640777588,38.319766998291016,0.9963929057121277,0.0,0.0,0,0,0,0,38.54703140258789,0.9965647459030151,0.227264404296875,0.00017184019088745117,1,1,1,0,38.51656723022461,0.9964903593063354,0.19680023193359375,9.745359420776367e-05,1,1,0,0,38.23357391357422,0.9961827993392944,-0.08619308471679688,-0.00021010637283325195,0,0,0,0,37.74288558959961,0.9956490397453308,-0.5768814086914062,-0.000743865966796875,0,0,0,1,0.25,0.227264404296875,0.00017184019088745117,mid_by_a0
train_inner,1006_0.89_1.55.png,37.10527801513672,0.9955898523330688,37.702056884765625,0.9956061244010925,0.5967788696289062,1.627206802368164e-05,0.89,1.55,0.6448756456375122,0.1791459619998932,0.006949020083993673,0.9965922236442566,0.9896432161331177,0.0620427243411541,0.06269095093011856,0.0,1.0,1.0,0.6195533275604248,0.18014830350875854,0.0,0.9882352948188782,0.9882352948188782,0.655784010887146,0.17868869006633759,0.007843137718737125,1.0,0.9921568632125854,0.2856469452381134,0.19078923761844635,0.0,1.0,1.0,0.1791459619998932,0.05125840753316879,0.0515739805996418,0.008218365721404552,0.08190625160932541,0.7386812567710876,1.0634028911590576,1.0649932622909546,0.005892646964639425,0.005208063405007124,0.0,0.06622269749641418,0.06622269749641418,-0.0017080020625144243,0.005798598751425743,0.0014289709506556392,0.0016039186157286167,0.0048674000427126884,0.0023572896607220173,2.064829111099243,37.10527801513672,0.9955898523330688,0.0,0.0,0,0,0,0,37.52271270751953,0.9959591627120972,0.4174346923828125,0.0003693103790283203,1,1,1,0,37.77845764160156,0.9960836172103882,0.6731796264648438,0.0004937648773193359,1,1,1,0,37.84101867675781,0.9959661364555359,0.7357406616210938,0.000376284122467041,1,1,1,0,37.702056884765625,0.9956061244010925,0.5967788696289062,1.627206802368164e-05,1,1,1,0,0.75,0.7357406616210938,0.000376284122467041,hard_bottom25_by_a0
train_inner,1007_0.68_1.25.png,38.778812408447266,0.9977526664733887,38.02048110961914,0.9973201155662537,-0.758331298828125,-0.00043255090713500977,0.68,1.25,0.5086228251457214,0.1625310629606247,0.003921568859368563,0.9965922236442566,0.9926706552505493,0.0907999724149704,0.08097430318593979,0.0,1.0,1.0,0.47831571102142334,0.16385741531848907,0.0,0.9803921580314636,0.9803921580314636,0.5216106176376343,0.1627698838710785,0.003921568859368563,1.0,0.9960784316062927,0.29059135913848877,0.1865401715040207,0.0,1.0,1.0,0.1625310629606247,0.05592496693134308,0.06018989533185959,0.008596088737249374,0.08109375089406967,0.7323125004768372,1.0567890405654907,1.1477200984954834,0.004550263751298189,0.0038484386168420315,0.0,0.047285884618759155,0.047285884618759155,0.0005857415962964296,0.004373528994619846,0.0011048194719478488,0.0013569807633757591,0.0036876455415040255,0.0019704175647348166,1.871504545211792,38.778812408447266,0.9977526664733887,0.0,0.0,0,0,0,0,38.790000915527344,0.997828483581543,0.011188507080078125,7.581710815429688e-05,0,0,0,0,38.657325744628906,0.9977805018424988,-0.12148666381835938,2.7835369110107422e-05,0,0,0,0,38.3933219909668,0.9976107478141785,-0.38549041748046875,-0.00014191865921020508,0,0,0,1,38.02048110961914,0.9973201155662537,-0.758331298828125,-0.00043255090713500977,0,0,0,1,0.25,0.011188507080078125,7.581710815429688e-05,mid_by_a0
train_inner,1008_0.52_1.98.png,39.033626556396484,0.9968881607055664,35.30085754394531,0.9951154589653015,-3.732769012451172,-0.0017727017402648926,0.52,1.98,0.46146708726882935,0.12052235752344131,0.003921568859368563,0.9965922236442566,0.9926706552505493,0.0689779743552208,0.06898216158151627,0.0,1.0,1.0,0.4409243166446686,0.12187162786722183,0.0,0.9803921580314636,0.9803921580314636,0.4704088866710663,0.1200251504778862,0.003921568859368563,1.0,0.9960784316062927,0.26858267188072205,0.18637795746326447,0.0,1.0,1.0,0.12052235752344131,0.04206716641783714,0.04341030865907669,0.008017483167350292,0.07501249760389328,0.7619437575340271,1.0598095655441284,1.5464180707931519,0.008916966617107391,0.007009271997958422,0.0,0.08678610622882843,0.08678610622882843,-0.004342368338257074,0.008859003894031048,0.0018504203762859106,0.0023406820837408304,0.00783761590719223,0.0029851822182536125,2.625506639480591,39.033626556396484,0.9968881607055664,0.0,0.0,0,0,0,0,38.43643569946289,0.9969203472137451,-0.5971908569335938,3.218650817871094e-05,0,0,0,1,37.499916076660156,0.9966233968734741,-1.5337104797363281,-0.00026476383209228516,0,0,0,1,36.412906646728516,0.99601811170578,-2.6207199096679688,-0.000870048999786377,0,0,0,1,35.30085754394531,0.9951154589653015,-3.732769012451172,-0.0017727017402648926,0,0,0,1,0.0,0.0,0.0,mid_by_a0
train_inner,1009_0.84_0.56.png,44.44267654418945,0.9890568256378174,46.12866973876953,0.9894543886184692,1.6859931945800781,0.00039756298065185547,0.84,0.56,0.32292672991752625,0.18553029000759125,0.012788236141204834,0.995396077632904,0.9826078414916992,0.1832660436630249,0.13680274784564972,0.0,1.0,1.0,0.29511111974716187,0.16914202272891998,0.0,0.9921568632125854,0.9921568632125854,0.35476434230804443,0.19366547465324402,0.0313725508749485,1.0,0.9686274528503418,0.33114638924598694,0.35678747296333313,0.0,1.0,1.0,0.18553029000759125,0.05051618069410324,0.07785579562187195,0.005737938452512026,0.23881874978542328,0.6231749653816223,1.1885640621185303,1.923068642616272,0.004408766515552998,0.003679997520521283,0.0,0.02535058557987213,0.02535058557987213,0.0005712452111765742,0.004389033652842045,0.0006337682716548443,0.0010433862917125225,0.004087924025952816,0.0009361183037981391,4.366888046264648,44.44267654418945,0.9890568256378174,0.0,0.0,0,0,0,0,45.70614242553711,0.9906699657440186,1.2634658813476562,0.0016131401062011719,1,1,1,0,46.59074401855469,0.9913915395736694,2.1480674743652344,0.0023347139358520508,1,1,1,0,46.75846481323242,0.9910635948181152,2.3157882690429688,0.0020067691802978516,1,1,1,0,46.12866973876953,0.9894543886184692,1.6859931945800781,0.00039756298065185547,1,1,1,0,0.75,2.3157882690429688,0.0020067691802978516,easy_top25_by_a0
train_inner,100_0.65_1.43.png,36.15948486328125,0.9961923956871033,36.67900085449219,0.9959163069725037,0.5195159912109375,-0.0002760887145996094,0.65,1.43,0.551592230796814,0.16498824954032898,0.008121568709611893,0.9871059060096741,0.9789843559265137,0.08360497653484344,0.06177721917629242,0.0,1.0,1.0,0.5322027206420898,0.15764090418815613,0.0,0.9843137264251709,0.9843137264251709,0.5819970965385437,0.17629757523536682,0.0117647061124444,1.0,0.9882352948188782,0.16846129298210144,0.19759492576122284,0.0,1.0,1.0,0.16498824954032898,0.03480076417326927,0.032518696039915085,0.004459920339286327,0.013181249611079693,0.7725124955177307,1.1688259840011597,1.1976302862167358,0.005584961734712124,0.004234483931213617,0.0,0.03983563184738159,0.03983563184738159,-0.0036066549364477396,0.005283914972096682,0.0016697496175765991,0.0019239017274230719,0.004927529953420162,0.0014560685958713293,3.3841331005096436,36.15948486328125,0.9961923956871033,0.0,0.0,0,0,0,0,36.457061767578125,0.9962835311889648,0.297576904296875,9.113550186157227e-05,1,1,1,0,36.65141296386719,0.996269166469574,0.4919281005859375,7.677078247070312e-05,1,1,1,0,36.72749710083008,0.9961471557617188,0.5680122375488281,-4.5239925384521484e-05,1,1,1,0,36.67900085449219,0.9959163069725037,0.5195159912109375,-0.0002760887145996094,1,1,1,0,0.75,0.5680122375488281,-4.5239925384521484e-05,hard_bottom25_by_a0
