split,name,a0_psnr,udpnet_psnr,delta_psnr,a0_ssim,udpnet_ssim,delta_ssim,gain_label_ge_0_05,gain_label_ge_0_10,gain_label_ge_0_20,bad_risk_label_delta_le_-0_20_or_ssim_le_-0_001,filename_param_1,filename_param_2,input_luma_mean,input_luma_std,input_luma_min,input_luma_max,input_luma_range,input_saturation_mean,input_saturation_std,input_saturation_min,input_saturation_max,input_saturation_range,dark_channel_mean,dark_channel_std,dark_channel_min,dark_channel_max,dark_channel_range,bright_channel_mean,bright_channel_std,bright_channel_min,bright_channel_max,bright_channel_range,depth_mean,depth_std,depth_min,depth_max,depth_range,input_luma_contrast,input_highfreq_energy,input_edge_mean,depth_grad_mean,depth_near_ratio_gt_0_66,depth_far_ratio_lt_0_33,depth_image_edge_mismatch,depth_luma_std_ratio,udp_a0_absdiff_mean,udp_a0_absdiff_std,udp_a0_absdiff_min,udp_a0_absdiff_max,udp_a0_absdiff_range,udp_a0_luma_shift_mean,udp_a0_luma_shift_abs_mean,udp_a0_chroma_u_abs_mean,udp_a0_chroma_v_abs_mean,udp_a0_lowfreq_abs_mean,udp_a0_highfreq_abs_mean,udp_a0_low_high_abs_ratio,bucket
val_regular,1012_0.85_1.28.png,38.42698669433594,39.57215118408203,1.1451644897460938,0.9647457003593445,0.97921222448349,0.014466524124145508,1,1,1,0,0.85,1.28,0.48054394125938416,0.19889502227306366,0.008823529817163944,0.9937764406204224,0.9849529266357422,0.10332248359918594,0.09400179237127304,0.0,1.0,1.0,0.4600957930088043,0.19245794415473938,0.0,0.9921568632125854,0.9921568632125854,0.5046417713165283,0.1993521749973297,0.0235294122248888,1.0,0.9764705896377563,0.34903910756111145,0.3623415231704712,0.0,1.0,1.0,0.19889502227306366,0.04150589928030968,0.05807950720191002,0.005612968932837248,0.2767374813556671,0.6142749786376953,1.155917763710022,1.8217726945877075,0.007082314230501652,0.00482734153047204,0.0,0.03506311774253845,0.03506311774253845,-0.0002575467515271157,0.007013999857008457,0.0009501140448264778,0.0012194446753710508,0.0066994293592870235,0.0014594083186239004,4.590510368347168,mid_by_a0
val_regular,1016_0.8_1.72.png,39.64661407470703,37.51496887207031,-2.1316452026367188,0.9955741763114929,0.9942185282707214,-0.0013556480407714844,0,0,0,1,0.8,1.72,0.6317682862281799,0.22236335277557373,0.012850981205701828,0.9938431978225708,0.9809921979904175,0.05997456982731819,0.05304612219333649,0.0,1.0,1.0,0.6149551868438721,0.2185876965522766,0.0,0.9921568632125854,0.9921568632125854,0.6490793824195862,0.21978886425495148,0.019607843831181526,1.0,0.9803921580314636,0.3332338035106659,0.2933831512928009,0.0,1.0,1.0,0.22236335277557373,0.0309679564088583,0.023211980238556862,0.0031660923268646,0.1824437379837036,0.5285999774932861,1.1375013589859009,1.3193862438201904,0.007302189711481333,0.00612397538498044,0.0,0.04507949948310852,0.04507949948310852,0.0031555911991745234,0.007207227870821953,0.0010745268082246184,0.0014044907875359058,0.00674390560016036,0.001522814854979515,4.428578853607178,mid_by_a0
val_regular,1023_0.5_1.87.png,37.447303771972656,32.920291900634766,-4.527011871337891,0.9968012571334839,0.995006263256073,-0.0017949938774108887,0,0,0,1,0.5,1.87,0.5956385731697083,0.15703259408473969,0.0695333331823349,0.9954628348350525,0.9259294867515564,0.10050370544195175,0.1018316000699997,0.0,1.0,1.0,0.558870792388916,0.17440888285636902,0.0,0.9882352948188782,0.9882352948188782,0.6133109927177429,0.1507924646139145,0.08627451211214066,1.0,0.9137254953384399,0.31933048367500305,0.2478397637605667,0.0,1.0,1.0,0.15703259408473969,0.04798157140612602,0.037313904613256454,0.007686764467507601,0.09444999694824219,0.6017249822616577,1.312644124031067,1.578269600868225,0.009459945373237133,0.007547103334218264,0.0,0.04911166429519653,0.04911166429519653,-0.00011510810873005539,0.009610763750970364,0.0017568261828273535,0.0023207669146358967,0.008695782162249088,0.0019449045648798347,4.471058368682861,mid_by_a0
val_regular,1031_0.76_0.7.png,42.88265609741211,42.50189971923828,-0.3807563781738281,0.9985312819480896,0.9981379508972168,-0.00039333105087280273,0,0,0,1,0.76,0.7,0.5803071856498718,0.29524895548820496,0.030054904520511627,0.9960784912109375,0.9660235643386841,0.07657469063997269,0.08088457584381104,0.0,1.0,1.0,0.557694137096405,0.30377569794654846,0.0,0.9960784316062927,0.9960784316062927,0.5890941023826599,0.2920871675014496,0.03921568766236305,1.0,0.9607843160629272,0.19947196543216705,0.2095308005809784,0.0,1.0,1.0,0.29524895548820496,0.045027609914541245,0.044804926961660385,0.006286471616476774,0.05717499926686287,0.8186062574386597,1.2639962434768677,0.7096750140190125,0.0035353938583284616,0.003619840368628502,0.0,0.03149107098579407,0.03149107098579407,0.002103401580825448,0.003526076441630721,0.000622681574895978,0.0004911788855679333,0.003253004513680935,0.000777082983404398,4.186173915863037,easy_top25_by_a0
val_regular,1035_0.76_1.14.png,33.76014709472656,35.797935485839844,2.0377883911132812,0.992926836013794,0.9944161176681519,0.0014892816543579102,1,1,1,0,0.76,1.14,0.5755580067634583,0.23453572392463684,0.015086275525391102,0.9926706552505493,0.9775843620300293,0.16145172715187073,0.08073136955499649,0.0,1.0,1.0,0.5399232506752014,0.21625210344791412,0.0,0.9843137264251709,0.9843137264251709,0.6452212333679199,0.2614619731903076,0.0313725508749485,1.0,0.9686274528503418,0.2766101658344269,0.2716357111930847,0.0,1.0,1.0,0.23453572392463684,0.02832394279539585,0.024452058598399162,0.0044784084893763065,0.13701249659061432,0.6410250067710876,1.349749207496643,1.1581847667694092,0.00571036571636796,0.004940005950629711,0.0,0.032307565212249756,0.032307565212249756,-0.002904494060203433,0.005960527807474136,0.0016276594251394272,0.002330163260921836,0.005318987183272839,0.0009455999825149775,5.62498664855957,hard_bottom25_by_a0
val_regular,1037_0.89_0.54.png,35.92600631713867,35.36244201660156,-0.5635643005371094,0.9982477426528931,0.9978852272033691,-0.0003625154495239258,0,0,0,1,0.89,0.54,0.513475775718689,0.26077768206596375,0.006949020083993673,1.0,0.9930509924888611,0.11623632162809372,0.15440307557582855,0.0,1.0,1.0,0.4881669282913208,0.27508440613746643,0.0,1.0,1.0,0.5302292108535767,0.25043490529060364,0.007843137718737125,1.0,0.9921568632125854,0.22581635415554047,0.21519917249679565,0.0,1.0,1.0,0.26077768206596375,0.048542749136686325,0.044855307787656784,0.005657035391777754,0.06690625101327896,0.7685749530792236,1.1344027519226074,0.8252208232879639,0.0047533405013382435,0.003096531378105283,0.0,0.027196019887924194,0.027196019887924194,-0.0027549953665584326,0.004783950746059418,0.0010399110615253448,0.0008555634994991124,0.004545249976217747,0.0006619262858293951,6.866701126098633,hard_bottom25_by_a0
val_regular,1039_0.79_1.79.png,32.156375885009766,31.944902420043945,-0.2114734649658203,0.9955867528915405,0.9952723979949951,-0.00031435489654541016,0,0,0,1,0.79,1.79,0.6781536340713501,0.17679834365844727,0.06601569056510925,0.9995529651641846,0.9335372447967529,0.05387737229466438,0.07084497809410095,0.0,1.0,1.0,0.6588711738586426,0.1905212700366974,0.0,0.9960784316062927,0.9960784316062927,0.6897354125976562,0.16971680521965027,0.07450980693101883,1.0,0.9254902005195618,0.2120363414287567,0.21180248260498047,0.0,1.0,1.0,0.17679834365844727,0.03815864399075508,0.031063023954629898,0.005177972372621298,0.06529375165700912,0.824774980545044,1.0856513977050781,1.1979891061782837,0.00459718331694603,0.003893874352797866,0.0,0.04377362132072449,0.04377362132072449,0.0015568137168884277,0.004472752567380667,0.0005883529665879905,0.0010255191009491682,0.00416523776948452,0.0010656439699232578,3.908658027648926,hard_bottom25_by_a0
val_regular,1063_0.51_1.61.png,34.049652099609375,30.81061553955078,-3.2390365600585938,0.9881157875061035,0.982572078704834,-0.005543708801269531,0,0,0,1,0.51,1.61,0.6304076910018921,0.2028753161430359,0.022482354193925858,0.9866157174110413,0.9641333818435669,0.04692310094833374,0.05444725230336189,0.0,1.0,1.0,0.6171345710754395,0.20848813652992249,0.0,0.9843137264251709,0.9843137264251709,0.6409574747085571,0.20406441390514374,0.027450980618596077,1.0,0.9725490212440491,0.2654486894607544,0.2595088481903076,0.0,1.0,1.0,0.2028753161430359,0.024258006364107132,0.016533322632312775,0.0038125705905258656,0.1115499958395958,0.6424812078475952,1.163673758506775,1.2791544198989868,0.010515167377889156,0.007677662186324596,0.0,0.04689604043960571,0.04689604043960571,0.008824666030704975,0.010418113321065903,0.0012096973368898034,0.0012821045238524675,0.009956853464245796,0.0014785754028707743,6.734085559844971,hard_bottom25_by_a0
val_regular,1076_0.71_1.18.png,35.264984130859375,35.30143737792969,0.0364532470703125,0.997783362865448,0.9967467188835144,-0.0010366439819335938,0,0,0,1,0.71,1.18,0.5418583154678345,0.20579847693443298,0.03418824076652527,0.9950823783874512,0.9608941078186035,0.12010201066732407,0.06706630438566208,0.0,1.0,1.0,0.507169783115387,0.19336237013339996,0.0,0.9882352948188782,0.9882352948188782,0.5800857543945312,0.22643707692623138,0.03529411926865578,1.0,0.9647058844566345,0.17500099539756775,0.27274689078330994,0.0,1.0,1.0,0.20579847693443298,0.035780370235443115,0.02835957519710064,0.00259510800242424,0.10847499966621399,0.7835312485694885,1.4148715734481812,1.3253105878829956,0.006812510080635548,0.004944699350744486,0.0,0.03776983916759491,0.03776983916759491,0.0035619204863905907,0.006199636030942202,0.0019754432141780853,0.002370398258790374,0.006349125411361456,0.0010815148707479239,5.8705854415893555,hard_bottom25_by_a0
val_regular,1080_0.59_1.22.png,40.88210678100586,39.49787139892578,-1.3842353820800781,0.9971342086791992,0.9965695142745972,-0.0005646944046020508,0,0,0,1,0.59,1.22,0.41073504090309143,0.13826337456703186,0.00925098080188036,0.8676275014877319,0.8583765029907227,0.13445459306240082,0.13893041014671326,0.0,1.0,1.0,0.37846049666404724,0.1295444220304489,0.0,0.8627451062202454,0.8627451062202454,0.4456076920032501,0.16110530495643616,0.0117647061124444,1.0,0.9882352948188782,0.37706589698791504,0.19527043402194977,0.0,1.0,1.0,0.13826337456703186,0.05936621129512787,0.06340423226356506,0.02000642567873001,0.05627499893307686,0.45278748869895935,1.1185177564620972,1.4123077392578125,0.004227005410939455,0.004215392284095287,0.0,0.06436672806739807,0.06436672806739807,0.002380178077146411,0.004104962106794119,0.0010912888683378696,0.001099765649996698,0.0036854625213891268,0.0015427403850480914,2.388906478881836,mid_by_a0
