feature_group,model_type,outer_fold,calibration_fold,feature_count,model_rows,calibration_rows,eval_candidates,eval_images,risk_max,utility_min,calibration_strict_pass,intervention_rate,chosen_action_counts,strict_gate_pass,strict_gate_checks,count,coverage,mean_dPSNR,hard_bottom25_dPSNR,easy_top25_dPSNR,dSSIM,positive_ratio,strong_reference_cut_psnr,strong_reference_regression_count,strong_count_le_-0.05,strong_per_600,worst_count_le_-0.20,worst_per_600,true_vs_zero,true_vs_shuffle,true_vs_normal
Q_input_proxy,ridge_tqs,0,1,8,64800,21600,21600,1800,0.02,-0.05,False,0.955,"{""A0@0"": 81, ""L3_balanced@0.25"": 1719}",False,"{""coverage"": true, ""dssim"": true, ""hard"": false, ""max_outer_worst"": true, ""mean"": false, ""positive_ratio"": false, ""true_vs_normal"": false, ""true_vs_shuffle"": false, ""true_vs_zero"": false, ""worst"": true}",1800,1.0,0.014945981237623427,0.014078822665744358,0.01322654300265842,3.4178213940726386e-06,0.6138888888888889,42.755948066711426,50,182,60.666666666666664,3,1.0,0.01570108413696289,0.012245384587181938,0.012908373673756917
Q_input_proxy,ridge_tqs,1,0,8,64800,21600,21600,1800,0.02,-0.05,False,0.9433333333333334,"{""A0@0"": 102, ""L3_balanced@0.25"": 1698}",False,"{""coverage"": true, ""dssim"": true, ""hard"": false, ""max_outer_worst"": true, ""mean"": false, ""positive_ratio"": false, ""true_vs_normal"": false, ""true_vs_shuffle"": false, ""true_vs_zero"": false, ""worst"": true}",1800,1.0,0.017892759641011557,0.022624838087293837,0.017032989925808376,5.939255158106486e-06,0.6111111111111112,42.834919929504395,50,184,61.333333333333336,6,2.0,0.016169109344482423,0.012614090442657471,0.013806074725257026
Q_input_proxy,ridge_tqs,2,0,8,64800,21600,21600,1800,0.05,-0.02,False,0.97,"{""A0@0"": 54, ""L3_balanced@0.25"": 1746}",False,"{""coverage"": true, ""dssim"": false, ""hard"": false, ""max_outer_worst"": true, ""mean"": false, ""positive_ratio"": false, ""true_vs_normal"": false, ""true_vs_shuffle"": false, ""true_vs_zero"": false, ""worst"": true}",1800,1.0,0.014335006210539077,-0.0015217288335164388,0.018106869591606987,-4.2133977015813194e-05,0.6255555555555555,42.41839599609375,56,175,58.333333333333336,2,0.6666666666666666,0.016799213488896687,0.01417328635851542,0.014970884190665352
Q_input_proxy,ridge_tqs,3,0,8,64800,21600,21600,1800,0.05,-0.05,False,0.99,"{""A0@0"": 18, ""L3_balanced@0.25"": 1782}",False,"{""coverage"": true, ""dssim"": true, ""hard"": false, ""max_outer_worst"": true, ""mean"": false, ""positive_ratio"": false, ""true_vs_normal"": false, ""true_vs_shuffle"": false, ""true_vs_zero"": false, ""worst"": true}",1800,1.0,0.014082521862453885,0.012498751746283638,0.00987168206108941,2.2678160005145604e-06,0.6027777777777777,42.88805866241455,49,166,55.333333333333336,0,0.0,0.016712516148885092,0.012695118851131863,0.014281145996517605
Q_input_proxy,ridge_tqs,4,0,8,64800,21600,21600,1800,0.1,-0.02,False,0.9916666666666667,"{""A0@0"": 15, ""L3_balanced@0.25"": 1785}",False,"{""coverage"": true, ""dssim"": true, ""hard"": false, ""max_outer_worst"": true, ""mean"": false, ""positive_ratio"": true, ""true_vs_normal"": false, ""true_vs_shuffle"": false, ""true_vs_zero"": false, ""worst"": true}",1800,1.0,0.01869975725809733,0.01780438952975803,0.016108358171251086,3.3208976189295453e-06,0.6572222222222223,42.82054328918457,54,156,52.0,0,0.0,0.018092425399356418,0.013201514614952935,0.014988313251071505
T_pred,ridge_tqs,0,1,8,64800,21600,21600,1800,0.05,-0.05,False,1.0,"{""L3_balanced@0.25"": 1800}",False,"{""coverage"": true, ""dssim"": true, ""hard"": false, ""max_outer_worst"": true, ""mean"": false, ""positive_ratio"": true, ""true_vs_normal"": false, ""true_vs_shuffle"": false, ""true_vs_zero"": false, ""worst"": true}",1800,1.0,0.0144328244527181,0.014254447089301216,0.011132166120741102,3.307850824462043e-06,0.6333333333333333,42.755948066711426,69,206,68.66666666666667,3,1.0,0.015272180239359537,0.011799459192487928,0.012475089497036403
T_pred,ridge_tqs,1,0,8,64800,21600,21600,1800,0.02,-0.05,False,0.9988888888888889,"{""A0@0"": 2, ""L3_balanced@0.25"": 1798}",False,"{""coverage"": true, ""dssim"": true, ""hard"": false, ""max_outer_worst"": true, ""mean"": false, ""positive_ratio"": true, ""true_vs_normal"": false, ""true_vs_shuffle"": false, ""true_vs_zero"": false, ""worst"": true}",1800,1.0,0.016546799341837566,0.022906072404649522,0.011118848588731554,5.080161823166741e-06,0.6311111111111111,42.834919929504395,81,217,72.33333333333333,7,2.3333333333333335,0.015053593847486708,0.01183657619688246,0.012764204078250461
T_pred,ridge_tqs,2,0,8,64800,21600,21600,1800,0.02,-0.005,False,0.9977777777777778,"{""A0@0"": 4, ""L3_balanced@0.25"": 1796}",False,"{""coverage"": true, ""dssim"": false, ""hard"": false, ""max_outer_worst"": true, ""mean"": false, ""positive_ratio"": true, ""true_vs_normal"": false, ""true_vs_shuffle"": false, ""true_vs_zero"": false, ""worst"": true}",1800,1.0,0.014991632170147366,-0.0015147797266642253,0.020726424323187935,-4.24402869409985e-05,0.6427777777777778,42.41839599609375,59,178,59.333333333333336,2,0.6666666666666666,0.01723475601938036,0.014329618480470445,0.015009637276331584
T_pred,ridge_tqs,3,0,8,64800,21600,21600,1800,0.05,-0.05,False,1.0,"{""L3_balanced@0.25"": 1800}",False,"{""coverage"": true, ""dssim"": true, ""hard"": false, ""max_outer_worst"": true, ""mean"": false, ""positive_ratio"": false, ""true_vs_normal"": false, ""true_vs_shuffle"": false, ""true_vs_zero"": false, ""worst"": true}",1800,1.0,0.014251520898607041,0.012235787709554037,0.010631677839491102,2.4039877785576714e-06,0.6094444444444445,42.88805866241455,49,167,55.666666666666664,0,0.0,0.0168432437049018,0.012744845549265544,0.014294866720835369
T_pred,ridge_tqs,4,0,8,64800,21600,21600,1800,0.05,-0.05,False,1.0,"{""L3_balanced@0.25"": 1800}",False,"{""coverage"": true, ""dssim"": true, ""hard"": false, ""max_outer_worst"": true, ""mean"": false, ""positive_ratio"": true, ""true_vs_normal"": false, ""true_vs_shuffle"": false, ""true_vs_zero"": false, ""worst"": true}",1800,1.0,0.018735955556233724,0.01780438952975803,0.016591801113552518,3.329457508193122e-06,0.6633333333333333,42.82054328918457,54,157,52.333333333333336,0,0.0,0.018182605372534858,0.013343223200903998,0.015121918784247504
U_uncertainty_conf,ridge_tqs,0,1,12,64800,21600,21600,1800,0.05,-0.05,False,0.9555555555555556,"{""A0@0"": 80, ""L3_balanced@0.25"": 1720}",False,"{""coverage"": true, ""dssim"": true, ""hard"": false, ""max_outer_worst"": true, ""mean"": false, ""positive_ratio"": false, ""true_vs_normal"": false, ""true_vs_shuffle"": false, ""true_vs_zero"": false, ""worst"": true}",1800,1.0,0.014474187162187364,0.01389213032192654,0.010947471194797092,3.047610322634379e-06,0.6111111111111112,42.755948066711426,66,194,64.66666666666667,3,1.0,0.015101923412746854,0.011703454388512505,0.01240881151623196
U_uncertainty_conf,ridge_tqs,1,0,12,64800,21600,21600,1800,0.02,-0.05,False,0.95,"{""A0@0"": 90, ""L3_balanced@0.25"": 1710}",False,"{""coverage"": true, ""dssim"": true, ""hard"": false, ""max_outer_worst"": true, ""mean"": false, ""positive_ratio"": false, ""true_vs_normal"": false, ""true_vs_shuffle"": false, ""true_vs_zero"": false, ""worst"": true}",1800,1.0,0.016329647964901394,0.023509916729397243,0.010715933905707466,5.136521326171027e-06,0.6055555555555555,42.834919929504395,80,206,68.66666666666667,7,2.3333333333333335,0.014721811347537571,0.011468574206034343,0.012506383525000678
U_uncertainty_conf,ridge_tqs,2,0,12,64800,21600,21600,1800,0.02,-0.05,False,0.9972222222222222,"{""A0@0"": 5, ""L3_balanced@0.25"": 1795}",False,"{""coverage"": true, ""dssim"": false, ""hard"": false, ""max_outer_worst"": true, ""mean"": false, ""positive_ratio"": true, ""true_vs_normal"": false, ""true_vs_shuffle"": false, ""true_vs_zero"": false, ""worst"": true}",1800,1.0,0.014733800490697224,-0.0015012990103827582,0.019681616889105902,-4.2446255683898926e-05,0.6416666666666667,42.41839599609375,61,180,60.0,2,0.6666666666666666,0.017070859140819974,0.014221381213929919,0.014946214225557116
U_uncertainty_conf,ridge_tqs,3,0,12,64800,21600,21600,1800,0.05,-0.05,False,0.9672222222222222,"{""A0@0"": 59, ""L3_balanced@0.25"": 1741}",False,"{""coverage"": true, ""dssim"": true, ""hard"": false, ""max_outer_worst"": true, ""mean"": false, ""positive_ratio"": false, ""true_vs_normal"": false, ""true_vs_shuffle"": false, ""true_vs_zero"": false, ""worst"": true}",1800,1.0,0.014286006291707357,0.012317608727349175,0.010929050445556641,2.499785688188341e-06,0.5961111111111111,42.88805866241455,47,158,52.666666666666664,0,0.0,0.01651458528306749,0.012562425136566161,0.014076146284739176
U_uncertainty_conf,ridge_tqs,4,0,12,64800,21600,21600,1800,0.02,-0.05,False,0.9705555555555555,"{""A0@0"": 53, ""L3_balanced@0.25"": 1747}",False,"{""coverage"": true, ""dssim"": true, ""hard"": false, ""max_outer_worst"": true, ""mean"": false, ""positive_ratio"": true, ""true_vs_normal"": false, ""true_vs_shuffle"": false, ""true_vs_zero"": false, ""worst"": true}",1800,1.0,0.01908147970835368,0.018543472290039064,0.016154344346788193,3.430164522594876e-06,0.6538888888888889,42.82054328918457,54,147,49.0,0,0.0,0.01798852152294583,0.01319118579228719,0.015128419134351942
FDF_action_stats,ridge_tqs,0,1,26,64800,21600,21600,1800,0.05,-0.05,False,0.6938888888888889,"{""A0@0"": 551, ""L1_high_gain@0.25"": 505, ""L1_high_gain@1"": 4, ""L2_tail_safe@0.25"": 153, ""L2_tail_safe@1"": 4, ""L3_balanced@0.25"": 448, ""L3_balanced@0.5"": 27, ""L3_balanced@0.75"": 68, ""L3_balanced@1"": 40}",False,"{""coverage"": true, ""dssim"": true, ""hard"": false, ""max_outer_worst"": true, ""mean"": false, ""positive_ratio"": false, ""true_vs_normal"": false, ""true_vs_shuffle"": false, ""true_vs_zero"": false, ""worst"": true}",1800,1.0,0.011236937310960558,0.013256958855523004,0.011422485775417752,5.337844292322794e-07,0.43833333333333335,42.755948066711426,48,167,55.666666666666664,10,3.3333333333333335,0.012512884404924181,0.009454381730821398,0.009673470126258002
FDF_action_stats,ridge_tqs,1,0,26,64800,21600,21600,1800,0.05,-0.05,False,0.9038888888888889,"{""A0@0"": 173, ""L1_high_gain@0.25"": 731, ""L1_high_gain@0.5"": 2, ""L1_high_gain@1"": 2, ""L2_tail_safe@0.25"": 476, ""L2_tail_safe@0.5"": 2, ""L2_tail_safe@1"": 5, ""L3_balanced@0.25"": 342, ""L3_balanced@0.5"": 14, ""L3_balanced@0.75"": 19, ""L3_balanced@1"": 34}",False,"{""coverage"": true, ""dssim"": true, ""hard"": false, ""max_outer_worst"": true, ""mean"": false, ""positive_ratio"": false, ""true_vs_normal"": false, ""true_vs_shuffle"": false, ""true_vs_zero"": false, ""worst"": true}",1800,1.0,0.01733030054304335,0.025885687934027776,0.0090676392449273,4.992451932695177e-06,0.5705555555555556,42.834919929504395,80,208,69.33333333333333,9,3.0,0.016627358065711126,0.012879885037740072,0.013828864892323812
