count,coverage,mean_dPSNR,hard_bottom25_dPSNR,easy_top25_dPSNR,dSSIM,positive_ratio,strong_reference_cut_psnr,strong_reference_regression_count,strong_count_le_-0.05,strong_per_600,worst_count_le_-0.20,worst_per_600,true_vs_zero,true_vs_shuffle,true_vs_normal,fold_seed_groups,max_outer_worst_per_600,strict_gate_pass,strict_gate_checks,score,bank_name,utility_mode,chosen_action_counts,chosen_variant_counts,intervention_rate,mean_chosen_alpha
2400,1.0,0.13628565549850463,0.12036648114522298,0.15132525126139323,2.5059903661410012e-05,0.6741666666666667,42.80718994140625,0,0,0.0,0,0.0,0.1158434518178304,0.08743993679682414,0.09574434598286946,4,0.0,True,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}",0.3127949542999267,full,max_dpsnr,"{""A0@0"": 782, ""U1_TAU_high_gain@1"": 1305, ""U2_TAU_balanced@1"": 85, ""U3_TAU_tail_safe@1"": 228}","{""A0"": 782, ""u1_tau_l1_s004_g025_a006"": 1305, ""u2_tau_l3_s004_g015_a006"": 85, ""u3_tau_l2_s002_g025_a006"": 228}",0.6741666666666667,0.6741666666666667
2400,1.0,0.13628565549850463,0.12036648114522298,0.15132525126139323,2.5059903661410012e-05,0.6741666666666667,42.80718994140625,0,0,0.0,0,0.0,0.1158434518178304,0.08743993679682414,0.09574434598286946,4,0.0,True,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}",0.3127949542999267,shrink,max_dpsnr,"{""A0@0"": 782, ""U1_TAU_high_gain@1"": 1305, ""U2_TAU_balanced@1"": 85, ""U3_TAU_tail_safe@1"": 228}","{""A0"": 782, ""u1_tau_l1_s004_g025_a006"": 1305, ""u2_tau_l3_s004_g015_a006"": 85, ""u3_tau_l2_s002_g025_a006"": 228}",0.6741666666666667,0.6741666666666667
2400,1.0,0.13628565549850463,0.12036648114522298,0.15132525126139323,2.5059903661410012e-05,0.6741666666666667,42.80718994140625,0,0,0.0,0,0.0,0.1158434518178304,0.08743993679682414,0.09574434598286946,4,0.0,True,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}",0.3127949542999267,micro_shrink,max_dpsnr,"{""A0@0"": 782, ""U1_TAU_high_gain@1"": 1305, ""U2_TAU_balanced@1"": 85, ""U3_TAU_tail_safe@1"": 228}","{""A0"": 782, ""u1_tau_l1_s004_g025_a006"": 1305, ""u2_tau_l3_s004_g015_a006"": 85, ""u3_tau_l2_s002_g025_a006"": 228}",0.6741666666666667,0.6741666666666667
2400,1.0,0.13628565549850463,0.12036648114522298,0.15132525126139323,2.5059903661410012e-05,0.6741666666666667,42.80718994140625,0,0,0.0,0,0.0,0.1158434518178304,0.08743993679682414,0.09574434598286946,4,0.0,True,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}",0.3127949542999267,tiny_micro_shrink,max_dpsnr,"{""A0@0"": 782, ""U1_TAU_high_gain@1"": 1305, ""U2_TAU_balanced@1"": 85, ""U3_TAU_tail_safe@1"": 228}","{""A0"": 782, ""u1_tau_l1_s004_g025_a006"": 1305, ""u2_tau_l3_s004_g015_a006"": 85, ""u3_tau_l2_s002_g025_a006"": 228}",0.6741666666666667,0.6741666666666667
2400,1.0,0.13621878417332967,0.12033021100362142,0.1512613105773926,2.6307253787914912e-05,0.6725,42.80718994140625,0,0,0.0,0,0.0,0.11516318726539612,0.08696935447057089,0.09525493399302165,4,0.0,True,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}",0.3123176556507747,tiny_micro_shrink,tail_averse,"{""A0@0"": 786, ""U1_TAU_high_gain@0.05"": 2, ""U1_TAU_high_gain@0.1"": 2, ""U1_TAU_high_gain@0.25"": 1, ""U1_TAU_high_gain@1"": 1290, ""U2_TAU_balanced@0.05"": 1, ""U2_TAU_balanced@1"": 88, ""U3_TAU_tail_safe@0.05"": 1, ""U3_TAU_tail_safe@0.1"": 1, ""U3_TAU_tail_safe@0.25"": 1, ""U3_TAU_tail_safe@1"": 227}","{""A0"": 786, ""u1_tau_l1_s004_g025_a006"": 1295, ""u2_tau_l3_s004_g015_a006"": 89, ""u3_tau_l2_s002_g025_a006"": 230}",0.6725,0.6691666666666667
2400,1.0,0.13621976137161254,0.12033094278971354,0.1512613105773926,2.6300730804602305e-05,0.6716666666666666,42.80718994140625,0,0,0.0,0,0.0,0.11516507387161255,0.08697243293126423,0.09525714826583863,4,0.0,True,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}",0.31215233778953555,micro_shrink,tail_averse,"{""A0@0"": 788, ""U1_TAU_high_gain@0.1"": 3, ""U1_TAU_high_gain@0.25"": 1, ""U1_TAU_high_gain@1"": 1290, ""U2_TAU_balanced@0.1"": 1, ""U2_TAU_balanced@1"": 88, ""U3_TAU_tail_safe@0.1"": 1, ""U3_TAU_tail_safe@0.25"": 1, ""U3_TAU_tail_safe@1"": 227}","{""A0"": 788, ""u1_tau_l1_s004_g025_a006"": 1294, ""u2_tau_l3_s004_g015_a006"": 89, ""u3_tau_l2_s002_g025_a006"": 229}",0.6716666666666666,0.6691666666666667
2400,1.0,0.13621842583020527,0.12033118724822998,0.1512613105773926,2.6312128951152167e-05,0.6708333333333333,42.80718994140625,0,0,0.0,0,0.0,0.11517389297485352,0.08698237419128418,0.0952739135424296,4,0.0,True,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}",0.3119852786064148,shrink,tail_averse,"{""A0@0"": 790, ""U1_TAU_high_gain@0.25"": 3, ""U1_TAU_high_gain@1"": 1290, ""U2_TAU_balanced@1"": 88, ""U3_TAU_tail_safe@0.25"": 2, ""U3_TAU_tail_safe@1"": 227}","{""A0"": 790, ""u1_tau_l1_s004_g025_a006"": 1293, ""u2_tau_l3_s004_g015_a006"": 88, ""u3_tau_l2_s002_g025_a006"": 229}",0.6708333333333333,0.6692708333333334
2400,1.0,0.13621677001317342,0.12032731056213379,0.1512613105773926,2.633179227511088e-05,0.66875,42.80718994140625,0,0,0.0,0,0.0,0.11512291113535564,0.08692929029464722,0.09521080652872721,4,0.0,True,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}",0.3115608887672424,full,tail_averse,"{""A0@0"": 795, ""U1_TAU_high_gain@1"": 1290, ""U2_TAU_balanced@1"": 88, ""U3_TAU_tail_safe@1"": 227}","{""A0"": 795, ""u1_tau_l1_s004_g025_a006"": 1290, ""u2_tau_l3_s004_g015_a006"": 88, ""u3_tau_l2_s002_g025_a006"": 227}",0.66875,0.66875
2400,1.0,0.12420234676202138,0.11241850805282592,0.13299085394541424,3.354632606108983e-05,0.65625,42.80718994140625,0,0,0.0,0,0.0,0.10084823071956635,0.07638342463970184,0.08394053137302399,4,0.0,True,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}",0.2936417968471845,tiny_micro_shrink,positive_guard,"{""A0@0"": 825, ""U1_TAU_high_gain@0.05"": 18, ""U1_TAU_high_gain@0.1"": 54, ""U1_TAU_high_gain@0.25"": 31, ""U1_TAU_high_gain@0.5"": 15, ""U1_TAU_high_gain@0.75"": 11, ""U1_TAU_high_gain@1"": 1077, ""U2_TAU_balanced@0.05"": 10, ""U2_TAU_balanced@0.1"": 12, ""U2_TAU_balanced@0.25"": 16, ""U2_TAU_balanced@0.5"": 1, ""U2_TAU_balanced@0.75"": 2, ""U2_TAU_balanced@1"": 75, ""U3_TAU_tail_safe@0.05"": 10, ""U3_TAU_tail_safe@0.1"": 29, ""U3_TAU_tail_safe@0.25"": 18, ""U3_TAU_tail_safe@0.5"": 9, ""U3_TAU_tail_safe@0.75"": 5, ""U3_TAU_tail_safe@1"": 182}","{""A0"": 825, ""u1_tau_l1_s004_g025_a006"": 1206, ""u2_tau_l3_s004_g015_a006"": 116, ""u3_tau_l2_s002_g025_a006"": 253}",0.65625,0.5781875
2400,1.0,0.12412338920434315,0.11232354561487834,0.1329052651723226,3.36099440852801e-05,0.6408333333333334,42.80718994140625,0,0,0.0,0,0.0,0.10072157939275106,0.0762988760471344,0.08385154263178507,4,0.0,True,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}",0.29044310021400455,micro_shrink,positive_guard,"{""A0@0"": 862, ""U1_TAU_high_gain@0.1"": 54, ""U1_TAU_high_gain@0.25"": 31, ""U1_TAU_high_gain@0.5"": 15, ""U1_TAU_high_gain@0.75"": 11, ""U1_TAU_high_gain@1"": 1077, ""U2_TAU_balanced@0.1"": 12, ""U2_TAU_balanced@0.25"": 16, ""U2_TAU_balanced@0.5"": 1, ""U2_TAU_balanced@0.75"": 2, ""U2_TAU_balanced@1"": 75, ""U3_TAU_tail_safe@0.1"": 30, ""U3_TAU_tail_safe@0.25"": 18, ""U3_TAU_tail_safe@0.5"": 9, ""U3_TAU_tail_safe@0.75"": 5, ""U3_TAU_tail_safe@1"": 182}","{""A0"": 862, ""u1_tau_l1_s004_g025_a006"": 1188, ""u2_tau_l3_s004_g015_a006"": 106, ""u3_tau_l2_s002_g025_a006"": 244}",0.6408333333333334,0.5774375
