count,coverage,mean_dPSNR,hard_bottom25_dPSNR,easy_top25_dPSNR,dSSIM,positive_ratio,strong_reference_cut_psnr,strong_reference_regression_count,strong_count_le_-0.05,strong_per_600,worst_count_le_-0.20,worst_per_600,true_vs_zero,true_vs_shuffle,true_vs_normal,max_outer_worst_per_600,max_fold_worst_per_600,bank_name,utility_mode,fold_seed_groups,strict_gate_pass,strict_gate_checks,chosen_action_counts,chosen_variant_counts,intervention_rate,mean_chosen_alpha,actual_blend_note
9000,1.0,0.14356809234619142,0.12111766391330295,0.15462425062391494,2.5787300533718533e-05,0.6976666666666667,42.76437759399414,0,0,0.0,0,0.0,0.10686130078633627,0.08074907281663683,0.08855501132541233,0.0,0.0,A0_L2_L3_L1_micro_shrink,max_dpsnr,15,True,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}","{""A0@0"": 2721, ""L1_high_gain@0.1"": 49, ""L1_high_gain@0.25"": 79, ""L1_high_gain@0.5"": 96, ""L1_high_gain@0.75"": 114, ""L1_high_gain@1"": 4674, ""L2_tail_safe@0.1"": 43, ""L2_tail_safe@0.25"": 62, ""L2_tail_safe@0.5"": 53, ""L2_tail_safe@0.75"": 51, ""L2_tail_safe@1"": 621, ""L3_balanced@0.1"": 9, ""L3_balanced@0.25"": 6, ""L3_balanced@0.5"": 10, ""L3_balanced@0.75"": 10, ""L3_balanced@1"": 402}","{""A0"": 2721, ""l1_fdf_lite_s004_g025_bm2"": 5012, ""l2_fdf_lite_s002_g025_bm2"": 830, ""l3_fdf_lite_s004_g015_bm2"": 437}",0.6976666666666667,0.6616222222222222,"PSNR/SSIM computed on rendered blended tensors, not linear metric proxies."
9000,1.0,0.14356390974256727,0.12111761813693576,0.15461234198676216,2.5786479314168295e-05,0.6918888888888889,42.76437759399414,0,0,0.0,0,0.0,0.10687530157301162,0.08074720573425292,0.08856160736083984,0.0,0.0,A0_L2_L3_L1_shrink,max_dpsnr,15,True,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}","{""A0@0"": 2773, ""L1_high_gain@0.25"": 99, ""L1_high_gain@0.5"": 96, ""L1_high_gain@0.75"": 114, ""L1_high_gain@1"": 4674, ""L2_tail_safe@0.25"": 88, ""L2_tail_safe@0.5"": 53, ""L2_tail_safe@0.75"": 51, ""L2_tail_safe@1"": 621, ""L3_balanced@0.25"": 9, ""L3_balanced@0.5"": 10, ""L3_balanced@0.75"": 10, ""L3_balanced@1"": 402}","{""A0"": 2773, ""l1_fdf_lite_s004_g025_bm2"": 4983, ""l2_fdf_lite_s002_g025_bm2"": 813, ""l3_fdf_lite_s004_g015_bm2"": 431}",0.6918888888888889,0.6618611111111111,"PSNR/SSIM computed on rendered blended tensors, not linear metric proxies."
9000,1.0,0.1434066734313965,0.12076709662543403,0.15444224887424046,2.768715222676595e-05,0.6948888888888889,42.76437759399414,0,0,0.0,0,0.0,0.10626519669426812,0.0803543480767144,0.08817644924587674,0.0,0.0,A0_L2_L3_L1_micro_shrink,tail_averse,15,True,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}","{""A0@0"": 2746, ""L1_high_gain@0.1"": 64, ""L1_high_gain@0.25"": 87, ""L1_high_gain@0.5"": 101, ""L1_high_gain@0.75"": 118, ""L1_high_gain@1"": 4593, ""L2_tail_safe@0.1"": 49, ""L2_tail_safe@0.25"": 63, ""L2_tail_safe@0.5"": 58, ""L2_tail_safe@0.75"": 55, ""L2_tail_safe@1"": 621, ""L3_balanced@0.1"": 10, ""L3_balanced@0.25"": 7, ""L3_balanced@0.5"": 10, ""L3_balanced@0.75"": 11, ""L3_balanced@1"": 407}","{""A0"": 2746, ""l1_fdf_lite_s004_g025_bm2"": 4963, ""l2_fdf_lite_s002_g025_bm2"": 846, ""l3_fdf_lite_s004_g015_bm2"": 445}",0.6948888888888889,0.6550055555555555,"PSNR/SSIM computed on rendered blended tensors, not linear metric proxies."
9000,1.0,0.143399900648329,0.12075551011827257,0.15443202887641058,2.7719842063056097e-05,0.6866666666666666,42.76437759399414,0,0,0.0,0,0.0,0.10625001907348633,0.08032971127827962,0.08815641827053494,0.0,0.0,A0_L2_L3_L1_shrink,tail_averse,15,True,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}","{""A0@0"": 2820, ""L1_high_gain@0.25"": 107, ""L1_high_gain@0.5"": 101, ""L1_high_gain@0.75"": 118, ""L1_high_gain@1"": 4593, ""L2_tail_safe@0.25"": 89, ""L2_tail_safe@0.5"": 58, ""L2_tail_safe@0.75"": 55, ""L2_tail_safe@1"": 621, ""L3_balanced@0.25"": 10, ""L3_balanced@0.5"": 10, ""L3_balanced@0.75"": 11, ""L3_balanced@1"": 407}","{""A0"": 2820, ""l1_fdf_lite_s004_g025_bm2"": 4919, ""l2_fdf_lite_s002_g025_bm2"": 823, ""l3_fdf_lite_s004_g015_bm2"": 438}",0.6866666666666666,0.655,"PSNR/SSIM computed on rendered blended tensors, not linear metric proxies."
9000,1.0,0.14329772440592448,0.12110054355197483,0.1538957231309679,2.55140397283766e-05,0.6623333333333333,42.76437759399414,0,0,0.0,0,0.0,0.10660423723856607,0.08051076147291396,0.08832209248012966,0.0,0.0,A0_L2_L3_L1_full,max_dpsnr,15,True,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}","{""A0@0"": 3039, ""L1_high_gain@1"": 4814, ""L2_tail_safe@1"": 725, ""L3_balanced@1"": 422}","{""A0"": 3039, ""l1_fdf_lite_s004_g025_bm2"": 4814, ""l2_fdf_lite_s002_g025_bm2"": 725, ""l3_fdf_lite_s004_g015_bm2"": 422}",0.6623333333333333,0.6623333333333333,"PSNR/SSIM computed on rendered blended tensors, not linear metric proxies."
9000,1.0,0.14313476859198676,0.1207450900607639,0.1537041778564453,2.740958664152357e-05,0.6548888888888889,42.76437759399414,0,0,0.0,0,0.0,0.10604169358147515,0.080128599802653,0.08800032530890571,0.0,0.0,A0_L2_L3_L1_full,tail_averse,15,True,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}","{""A0@0"": 3106, ""L1_high_gain@1"": 4740, ""L2_tail_safe@1"": 727, ""L3_balanced@1"": 427}","{""A0"": 3106, ""l1_fdf_lite_s004_g025_bm2"": 4740, ""l2_fdf_lite_s002_g025_bm2"": 727, ""l3_fdf_lite_s004_g015_bm2"": 427}",0.6548888888888889,0.6548888888888889,"PSNR/SSIM computed on rendered blended tensors, not linear metric proxies."
9000,1.0,0.14000362163119845,0.11784910837809245,0.1513586917453342,2.996561262342665e-05,0.6552222222222223,42.76437759399414,0,0,0.0,0,0.0,0.1012502212524414,0.07627887958950466,0.08387465773688423,0.0,0.0,A0_L2_L3_L1_shrink,ssim_guarded,15,True,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}","{""A0@0"": 3103, ""L1_high_gain@0.25"": 200, ""L1_high_gain@0.5"": 152, ""L1_high_gain@0.75"": 147, ""L1_high_gain@1"": 4188, ""L2_tail_safe@0.25"": 109, ""L2_tail_safe@0.5"": 84, ""L2_tail_safe@0.75"": 64, ""L2_tail_safe@1"": 529, ""L3_balanced@0.25"": 34, ""L3_balanced@0.5"": 22, ""L3_balanced@0.75"": 20, ""L3_balanced@1"": 348}","{""A0"": 3103, ""l1_fdf_lite_s004_g025_bm2"": 4687, ""l2_fdf_lite_s002_g025_bm2"": 786, ""l3_fdf_lite_s004_g015_bm2"": 424}",0.6552222222222223,0.6058888888888889,"PSNR/SSIM computed on rendered blended tensors, not linear metric proxies."
9000,1.0,0.13995983526441785,0.11790930769178602,0.15122948879665798,3.0005971590677898e-05,0.6805555555555556,42.76437759399414,0,0,0.0,0,0.0,0.10128114170498319,0.07634954028659396,0.0839107568528917,0.0,0.0,A0_L2_L3_L1_micro_shrink,ssim_guarded,15,True,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}","{""A0@0"": 2875, ""L1_high_gain@0.1"": 169, ""L1_high_gain@0.25"": 185, ""L1_high_gain@0.5"": 152, ""L1_high_gain@0.75"": 146, ""L1_high_gain@1"": 4177, ""L2_tail_safe@0.1"": 76, ""L2_tail_safe@0.25"": 88, ""L2_tail_safe@0.5"": 84, ""L2_tail_safe@0.75"": 64, ""L2_tail_safe@1"": 528, ""L3_balanced@0.1"": 37, ""L3_balanced@0.25"": 32, ""L3_balanced@0.5"": 22, ""L3_balanced@0.75"": 20, ""L3_balanced@1"": 345}","{""A0"": 2875, ""l1_fdf_lite_s004_g025_bm2"": 4829, ""l2_fdf_lite_s002_g025_bm2"": 840, ""l3_fdf_lite_s004_g015_bm2"": 456}",0.6805555555555556,0.6062166666666666,"PSNR/SSIM computed on rendered blended tensors, not linear metric proxies."
9000,1.0,0.13188220151265462,0.10786322614881727,0.1422278306749132,1.7278042104509142e-05,0.6918888888888889,42.76437759399414,211,683,45.53333333333333,7,0.4666666666666667,0.10416927358839247,0.07964003435770671,0.08725341584947374,2.0,1.3333333333333333,forced_L2_L3_L1_shrink_no_A0,max_dpsnr,15,True,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}","{""L1_high_gain@0.25"": 771, ""L1_high_gain@0.5"": 96, ""L1_high_gain@0.75"": 114, ""L1_high_gain@1"": 4674, ""L2_tail_safe@0.25"": 2075, ""L2_tail_safe@0.5"": 53, ""L2_tail_safe@0.75"": 51, ""L2_tail_safe@1"": 621, ""L3_balanced@0.25"": 123, ""L3_balanced@0.5"": 10, ""L3_balanced@0.75"": 10, ""L3_balanced@1"": 402}","{""l1_fdf_lite_s004_g025_bm2"": 5655, ""l2_fdf_lite_s002_g025_bm2"": 2800, ""l3_fdf_lite_s004_g015_bm2"": 545}",1.0,0.7388888888888889,"PSNR/SSIM computed on rendered blended tensors, not linear metric proxies."
9000,1.0,0.1317446626027425,0.10758080461290148,0.14206373935275607,1.892412371105618e-05,0.6917777777777778,42.76437759399414,211,683,45.53333333333333,7,0.4666666666666667,0.10365523613823785,0.07930174975925022,0.08692779350280762,2.0,1.3333333333333333,forced_L2_L3_L1_shrink_no_A0,tail_averse,15,True,"{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}","{""L1_high_gain@0.25"": 796, ""L1_high_gain@0.5"": 101, ""L1_high_gain@0.75"": 118, ""L1_high_gain@1"": 4593, ""L2_tail_safe@0.25"": 2097, ""L2_tail_safe@0.5"": 58, ""L2_tail_safe@0.75"": 55, ""L2_tail_safe@1"": 621, ""L3_balanced@0.25"": 133, ""L3_balanced@0.5"": 10, ""L3_balanced@0.75"": 11, ""L3_balanced@1"": 407}","{""l1_fdf_lite_s004_g025_bm2"": 5608, ""l2_fdf_lite_s002_g025_bm2"": 2831, ""l3_fdf_lite_s004_g015_bm2"": 561}",1.0,0.7333333333333333,"PSNR/SSIM computed on rendered blended tensors, not linear metric proxies."
