name,source_split,oof_fold,WD0375_dPSNR,severe_risk_label,hazy_runtime_score,all_runtime_score,score_delta_all_minus_hazy
1180_0.68_0.5.png,train_core,3,1.8345069885253906,0,0.19525940924752178,0.8482923678820473,0.6530329586345256
1504_0.64_0.94.png,train_core,4,1.7668724060058594,0,0.5653708876526017,0.8534067485451898,0.28803586089258815
1626_0.53_1.25.png,train_core,4,1.2514305114746094,0,0.7897074779682434,0.8445497441499177,0.054842266181674315
1640_0.53_0.59.png,train_core,3,1.0717735290527344,0,0.6667241782307735,0.9119628639143674,0.24523868568359397
1660_0.83_0.67.png,train_core,2,2.231597900390625,0,0.7678623684556585,0.8727964644064963,0.1049340959508378
1690_0.91_0.52.png,train_core,4,0.0810089111328125,0,0.5310790675023712,0.8467402761507722,0.31566120864840097
1702_0.69_0.67.png,train_core,2,0.1046905517578125,0,0.637868067248572,0.8461614827800352,0.2082934155314632
1751_0.55_0.84.png,train_core,2,-0.040599822998046875,0,0.5279475107520777,0.8506782331511311,0.3227307223990534
1813_0.71_0.7.png,train_core,4,1.3270530700683594,0,0.7733106278823886,0.8871817931470533,0.11387116526466468
1815_0.55_0.96.png,train_core,1,1.0260658264160156,0,0.7703340979842705,0.8957699624264084,0.12543586444213783
1832_0.97_0.84.png,train_core,4,2.244495391845703,0,0.7555986296216325,0.8743905435506957,0.11879191392906319
1849_1.0_0.53.png,train_core,4,1.0805244445800781,0,0.7371029751892201,0.853515863903612,0.11641288871439193
1865_0.56_1.08.png,train_core,4,0.7297744750976562,0,0.5328914836662082,0.8754479586837496,0.3425564750175414
1866_0.53_1.34.png,train_core,0,0.3721427917480469,0,0.567653709399192,0.9162480083470199,0.3485942989478279
1868_0.87_0.58.png,train_core,2,4.589542388916016,0,0.5449992480536202,0.8970268963697895,0.3520276483161693
1889_0.63_0.55.png,train_core,4,0.1873931884765625,0,0.7843738216646561,0.8811894076930807,0.09681558602842466
1892_0.85_0.58.png,train_core,2,0.08709335327148438,0,0.7324815157353418,0.8466768826668261,0.11419536693148424
1986_0.78_0.65.png,train_core,0,1.6173171997070312,0,0.6285339265761349,0.8561880219557079,0.22765409537957293
2033_0.61_0.56.png,train_core,2,1.1322021484375,0,0.4996294488687622,0.8472377344280416,0.3476082855592794
2256_0.67_0.67.png,train_core,4,-0.11940765380859375,0,0.6125973463288744,0.8637019299146911,0.25110458358581667
2382_0.63_0.9.png,train_core,4,0.54901123046875,0,0.7516755890183701,0.8708315999725079,0.11915601095413786
2384_0.57_0.86.png,train_core,0,-0.15024185180664062,0,0.8011318650389656,0.890687848672624,0.08955598363365835
2437_0.64_0.7.png,train_core,1,0.3084869384765625,0,0.7296489287160929,0.8925247628144336,0.16287583409834072
2439_0.56_0.86.png,train_core,3,-0.19745635986328125,0,0.7251056409605218,0.8551822289395076,0.1300765879789858
2440_0.59_0.9.png,train_core,0,0.041778564453125,0,0.7020937124644624,0.8529777354252062,0.15088402296074377
2503_1.0_0.68.png,train_core,1,0.6384544372558594,0,0.7027782970485064,0.8477781920530411,0.1449998950045347
2513_0.77_1.03.png,train_core,1,2.699687957763672,0,0.44618148547291275,0.84501274892564,0.3988312634527273
2514_0.72_0.64.png,train_core,2,2.771759033203125,0,0.46493646303421715,0.926102674502255,0.4611662114680379
