name,source_split,oof_fold,WD0375_dPSNR,severe_risk_label,hazy_runtime_score,all_runtime_score,score_delta_all_minus_hazy,hazy_rank,all_runtime_rank,rank_delta_all_minus_hazy
1000_0.74_1.6.png,train_core,0,1.9573898315429688,0,0.15860675551816839,0.0503908499417456,-0.10821590557642279,1431,1924,493
1001_0.89_1.66.png,train_core,1,3.126049041748047,0,0.1353289449687291,0.2430676225064813,0.10773867753775221,1522,1148,-374
1003_0.9_1.06.png,train_core,2,3.145397186279297,0,0.1532407811248216,0.3078095814737021,0.1545688003488805,1445,1027,-418
1004_0.91_1.17.png,train_core,3,3.7699928283691406,0,0.1293070249356246,0.4152398021559464,0.28593277722032184,1556,828,-728
1005_0.74_1.81.png,train_core,4,1.2722129821777344,0,0.04572301690828637,0.0009414778678447645,-0.044781539040441604,2263,2397,134
1006_0.89_1.55.png,train_core,0,1.3182792663574219,0,0.046080625534889286,0.000933680836435666,-0.04514694469845362,2259,2398,139
1007_0.68_1.25.png,train_core,1,1.3272743225097656,0,0.05480591186877645,0.007026739651821549,-0.04777917221695491,2197,2349,152
1008_0.52_1.98.png,train_core,2,1.1805496215820312,0,0.08418334201490707,0.01363798940789011,-0.07054535260701696,1939,2281,342
1009_0.84_0.56.png,train_core,3,1.9235954284667969,0,0.1645902742345566,0.0865141061675443,-0.0780761680670123,1408,1678,270
100_0.65_1.43.png,train_core,4,1.9737739562988281,0,0.06204284104538602,0.03661931080480221,-0.02542353024058381,2137,2030,-107
1010_0.91_1.13.png,train_core,0,3.1715774536132812,0,0.06066392295265122,0.004196090305939435,-0.056467832646711784,2154,2376,222
1011_0.79_0.66.png,train_core,1,2.389923095703125,0,0.1408603286274297,0.1099485597007559,-0.0309117689266738,1496,1538,42
1013_0.63_1.83.png,train_core,2,1.7863082885742188,0,0.09515271881487654,0.01463134343275337,-0.08052137538212317,1827,2268,441
1014_0.74_1.61.png,train_core,3,1.6218757629394531,0,0.08109065281436072,0.014819545185974047,-0.06627110762838667,1970,2265,295
1015_0.7_1.92.png,train_core,4,1.4910774230957031,0,0.07620916769248562,0.01798573818287039,-0.05822342950961523,2012,2235,223
1017_0.91_1.44.png,train_core,0,3.4384536743164062,0,0.18494388943733683,0.07381271802866414,-0.1111311714086727,1369,1755,386
1018_0.88_0.54.png,train_core,1,2.555797576904297,0,0.20114002583275087,0.19316770799842098,-0.00797231783432989,1348,1264,-84
1019_0.82_1.87.png,train_core,2,3.6232261657714844,0,0.20094361712391487,0.02069298914312526,-0.1802506279807896,1349,2200,851
1020_0.5_0.98.png,train_core,3,1.5672225952148438,0,0.24522412261592033,0.22632354117030593,-0.018900581445614406,1319,1195,-124
1021_0.73_0.84.png,train_core,4,3.4670143127441406,0,0.09178526087623819,0.2935314540944456,0.20174619321820741,1862,1059,-803
1022_0.66_1.05.png,train_core,0,3.3135757446289062,0,0.1093011812796109,0.15271277076469383,0.04341158948508293,1703,1388,-315
1025_0.95_1.79.png,train_core,1,2.4872169494628906,0,0.06637918751850291,0.052788352928318724,-0.01359083459018419,2100,1905,-195
1026_0.77_0.89.png,train_core,2,1.4953384399414062,0,0.0520292373213588,0.09240404564081903,0.04037480831946023,2220,1641,-579
1027_0.57_1.77.png,train_core,3,2.2463760375976562,0,0.06642659865681938,0.09361057092109407,0.027183972264274686,2099,1635,-464
1029_0.71_0.56.png,train_core,4,1.8564453125,0,0.021979545189472188,0.05239611320903646,0.030416568019564275,2372,1907,-465
1030_0.75_1.69.png,train_core,0,1.6663665771484375,0,0.07192824628909195,0.010114231599047114,-0.061814014690044834,2043,2318,275
1032_0.6_0.6.png,train_core,1,1.5016708374023438,0,0.052243939511100866,0.10135331888879406,0.0491093793776932,2218,1597,-621
1034_0.55_0.77.png,train_core,2,3.5167312622070312,0,0.15635318485987407,0.11436889715234304,-0.04198428770753103,1436,1524,88
103_0.75_1.59.png,train_core,3,3.2463607788085938,0,0.09747265365807692,0.03328453327406888,-0.06418812038400803,1804,2066,262
1040_0.78_2.0.png,train_core,4,3.0642623901367188,0,0.09071244912587267,0.017256654812780377,-0.07345579431309229,1872,2244,372
1041_0.64_0.82.png,train_core,0,3.5499191284179688,0,0.06776093594389739,0.08686123417864386,0.019100298234746474,2086,1673,-413
1042_0.91_0.56.png,train_core,1,2.1910476684570312,0,0.05993069790457856,0.12020398461764942,0.060273286713070855,2162,1505,-657
1043_0.68_1.87.png,train_core,2,2.90277099609375,0,0.08067750946394203,0.009923320137117898,-0.07075418932682413,1974,2320,346
1044_0.69_0.99.png,train_core,3,3.6550064086914062,0,0.06279492863886248,0.04065480220787053,-0.022140126430991947,2130,1995,-135
1046_0.91_1.69.png,train_core,4,2.784799575805664,0,0.06539974947041376,0.003001567430964414,-0.06239818203944934,2110,2387,277
