split,name,A0_PSNR,S0_dPSNR,S2_dPSNR,S2_gain_over_S0,S2_action,S2_selected_expert
val_regular,1012_0.85_1.28.png,38.416282653808594,1.087249755859375,5.279109954833984,4.191860198974609,fsudp:alpha=0.5,fsudp
val_regular,1016_0.8_1.72.png,39.61763381958008,0.079437255859375,1.9933280944824219,1.9138908386230469,wdmamba:alpha=0.5,wdmamba
val_regular,1023_0.5_1.87.png,37.465614318847656,0.0,1.9171981811523438,1.9171981811523438,fsudp:alpha=0.5,fsudp
val_regular,1031_0.76_0.7.png,42.84375762939453,0.49050140380859375,2.1961288452148438,1.70562744140625,wdmamba:alpha=0.5,wdmamba
val_regular,1035_0.76_1.14.png,33.747764587402344,0.5409889221191406,5.3785858154296875,4.837596893310547,wdmamba:alpha=0.5,wdmamba
val_regular,1037_0.89_0.54.png,35.944435119628906,0.0,4.103649139404297,4.103649139404297,wdmamba:alpha=0.5,wdmamba
val_regular,1039_0.79_1.79.png,32.14398956298828,0.0,4.772541046142578,4.772541046142578,wdmamba:alpha=0.5,wdmamba
val_regular,1063_0.51_1.61.png,34.06106948852539,0.0,4.02166748046875,4.02166748046875,wdmamba:alpha=0.5,wdmamba
val_regular,1076_0.71_1.18.png,35.23798370361328,0.6220474243164062,3.462749481201172,2.8407020568847656,wdmamba:alpha=0.5,wdmamba
val_regular,1080_0.59_1.22.png,40.876853942871094,0.0,2.12255859375,2.12255859375,wdmamba:alpha=0.5,wdmamba
val_regular,1085_0.71_1.3.png,40.47186279296875,0.20769119262695312,2.1897430419921875,1.9820518493652344,fsudp:alpha=0.5,fsudp
val_regular,1087_0.68_1.22.png,41.458438873291016,0.15074920654296875,2.189319610595703,2.0385704040527344,fsudp:alpha=0.5,fsudp
val_regular,1100_0.58_1.95.png,31.112850189208984,0.2599048614501953,4.159915924072266,3.9000110626220703,wdmamba:alpha=0.5,wdmamba
val_regular,1102_0.65_0.94.png,29.722129821777344,0.6310329437255859,5.553844451904297,4.922811508178711,wdmamba:alpha=0.5,wdmamba
val_regular,1110_0.92_0.77.png,39.92845916748047,0.0,3.097564697265625,3.097564697265625,wdmamba:alpha=0.5,wdmamba
val_regular,1122_0.94_0.53.png,40.93035888671875,0.2626190185546875,2.7253189086914062,2.4626998901367188,wdmamba:alpha=0.5,wdmamba
val_regular,1128_0.8_1.45.png,37.51072311401367,0.3351554870605469,2.191051483154297,1.85589599609375,wdmamba:alpha=0.5,wdmamba
