image_name,seed,crop_id,unsafe_action_label,unsafe_action_probability,raw_action_dpsnr,v221_prob,risk_scale,crop_top,crop_left,crop_h,crop_w,target_source
1000_0.74_1.6.png,3218110639,0,0,0.0015651799039915204,6.913459777832031,0.0015651799039915204,0.9992170929908752,113,34,256,256,cached_v221_image_level_metric_not_recomputed_per_crop
1000_0.74_1.6.png,3218111648,1,0,0.0015651799039915204,6.913459777832031,0.0015651799039915204,0.9992170929908752,43,5,256,256,cached_v221_image_level_metric_not_recomputed_per_crop
1000_0.74_1.6.png,3218112657,2,0,0.0015651799039915204,6.913459777832031,0.0015651799039915204,0.9992170929908752,9,5,256,256,cached_v221_image_level_metric_not_recomputed_per_crop
1000_0.74_1.6.png,3218113666,3,0,0.0015651799039915204,6.913459777832031,0.0015651799039915204,0.9992170929908752,113,115,256,256,cached_v221_image_level_metric_not_recomputed_per_crop
1000_0.74_1.6.png,3218114675,4,0,0.0015651799039915204,6.913459777832031,0.0015651799039915204,0.9992170929908752,31,79,256,256,cached_v221_image_level_metric_not_recomputed_per_crop
1001_0.89_1.66.png,3317951372,0,0,0.0008245111675933003,5.273654937744141,0.0008245111675933003,0.9995876550674438,9,128,256,256,cached_v221_image_level_metric_not_recomputed_per_crop
1001_0.89_1.66.png,3317952381,1,0,0.0008245111675933003,5.273654937744141,0.0008245111675933003,0.9995876550674438,88,36,256,256,cached_v221_image_level_metric_not_recomputed_per_crop
1001_0.89_1.66.png,3317953390,2,0,0.0008245111675933003,5.273654937744141,0.0008245111675933003,0.9995876550674438,101,112,256,256,cached_v221_image_level_metric_not_recomputed_per_crop
1001_0.89_1.66.png,3317954399,3,0,0.0008245111675933003,5.273654937744141,0.0008245111675933003,0.9995876550674438,66,25,256,256,cached_v221_image_level_metric_not_recomputed_per_crop
1001_0.89_1.66.png,3317955408,4,0,0.0008245111675933003,5.273654937744141,0.0008245111675933003,0.9995876550674438,26,32,256,256,cached_v221_image_level_metric_not_recomputed_per_crop
1003_0.9_1.06.png,3258937949,0,0,0.0011979019036516547,6.073577880859375,0.0011979019036516547,0.9994008541107178,119,47,256,256,cached_v221_image_level_metric_not_recomputed_per_crop
1003_0.9_1.06.png,3258938958,1,0,0.0011979019036516547,6.073577880859375,0.0011979019036516547,0.9994008541107178,119,106,256,256,cached_v221_image_level_metric_not_recomputed_per_crop
1003_0.9_1.06.png,3258939967,2,0,0.0011979019036516547,6.073577880859375,0.0011979019036516547,0.9994008541107178,69,140,256,256,cached_v221_image_level_metric_not_recomputed_per_crop
1003_0.9_1.06.png,3258940976,3,0,0.0011979019036516547,6.073577880859375,0.0011979019036516547,0.9994008541107178,134,103,256,256,cached_v221_image_level_metric_not_recomputed_per_crop
1003_0.9_1.06.png,3258941985,4,0,0.0011979019036516547,6.073577880859375,0.0011979019036516547,0.9994008541107178,66,60,256,256,cached_v221_image_level_metric_not_recomputed_per_crop
