path,score,file_count,sample_files,search_root
/root/autodl-tmp/workspace/Dehaze-Net/dataset/HAZE4K/train/trans,2,3000,1053.png;1.png;1054.png;10.png;1055.png,/root/autodl-tmp/workspace/Dehaze-Net/dataset/HAZE4K
/root/autodl-tmp/workspace/Dehaze-Net/dataset/HAZE4K/test/trans,2,1000,153.png;1.png;154.png;10.png;155.png,/root/autodl-tmp/workspace/Dehaze-Net/dataset/HAZE4K
/root/autodl-tmp/workspace/Dehaze-Net/dataset/HAZE4K,1,12000,test/gt/153.png;test/gt/1.png;test/gt/154.png;test/gt/10.png;test/gt/155.png,/root/autodl-tmp/workspace/Dehaze-Net/dataset/HAZE4K
/root/autodl-tmp/workspace/Dehaze-Net/dataset/HAZE4K/train,1,9000,gt/1053.png;gt/1.png;gt/1054.png;gt/10.png;gt/1055.png,/root/autodl-tmp/workspace/Dehaze-Net/dataset/HAZE4K
/root/autodl-tmp/workspace/Dehaze-Net/dataset/HAZE4K/test,1,3000,gt/153.png;gt/1.png;gt/154.png;gt/10.png;gt/155.png,/root/autodl-tmp/workspace/Dehaze-Net/dataset/HAZE4K
/root/autodl-tmp/workspace/Dehaze-Net/dataset/HAZE4K/train/gt,1,3000,1053.png;1.png;1054.png;10.png;1055.png,/root/autodl-tmp/workspace/Dehaze-Net/dataset/HAZE4K
/root/autodl-tmp/workspace/Dehaze-Net/dataset/HAZE4K/train/haze,1,3000,1099_0.54_1.76.png;1044_0.69_0.99.png;1000_0.74_1.6.png;1045_0.58_1.58.png;1001_0.89_1.66.png,/root/autodl-tmp/workspace/Dehaze-Net/dataset/HAZE4K
/root/autodl-tmp/workspace/Dehaze-Net/dataset/HAZE4K/test/gt,1,1000,153.png;1.png;154.png;10.png;155.png,/root/autodl-tmp/workspace/Dehaze-Net/dataset/HAZE4K
/root/autodl-tmp/workspace/Dehaze-Net/dataset/HAZE4K/test/haze,1,1000,144_0.6_0.66.png;1000_0.73_1.8.png;146_0.72_0.71.png;100_0.5_1.76.png;145_0.59_1.25.png,/root/autodl-tmp/workspace/Dehaze-Net/dataset/HAZE4K
/root/autodl-tmp/workspace/Dehaze-Net/dataset/HAZE4K/train/trans,2,3000,1053.png;1.png;1054.png;10.png;1055.png,/root/autodl-tmp/workspace/Dehaze-Net
