image_id,image_name,sample_index,table_split,input_path,gt_path,input_sha256,gt_sha256,A0_full_output_path,A0_full_output_sha256,A0_full_PSNR,WDMamba_full_output_path,WDMamba_full_output_sha256,WDMamba_full_PSNR,blend_alpha,blend_formula,blend_output_path,blend_output_sha256,blend_full_PSNR,table_A0_PSNR,table_alpha_dPSNR,recompute_alpha_dPSNR,table_vs_recompute_abs_diff,locked_test_touched
1012_0.85_1.28,1012_0.85_1.28.png,13,val_regular,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/haze/1012_0.85_1.28.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/gt/1012.png,38504c3095c0700e876e42975c3d21c9035827f86b22bfce00f10cdd27be47df,de748918ebf83988c5a9acf2dd072da4c247f914d9c2b7a61a9111518bee2132,/sda/home/wangyuxin/ConvIR-B/runtime_outputs/haze4k_v2_35_fullimage_teacher_cache_context_contract_audit_20260706/fullimage_teacher_cache/1012_0.85_1.28/A0_full.pt,0e46b332baa51286f6f1c9e6ef633f582bbcb944a3c65a14ad95d4c87778dbae,38.416282653808594,/sda/home/wangyuxin/ConvIR-B/runtime_outputs/haze4k_v2_35_fullimage_teacher_cache_context_contract_audit_20260706/fullimage_teacher_cache/1012_0.85_1.28/WDMamba_full.pt,5c7629747c0ac538097428a1f56e1f40bf6a462f06abb5c423e3176463b14a70,42.36326599121094,0.375,"clamp(A0 + alpha * (WDMamba - A0), 0, 1)",/sda/home/wangyuxin/ConvIR-B/runtime_outputs/haze4k_v2_35_fullimage_teacher_cache_context_contract_audit_20260706/fullimage_teacher_cache/1012_0.85_1.28/blend_a0p375.pt,3376a809aee4b68f5757ef7e4247e5fb7ea2acb5f4f67ac3db686463581f60f3,41.59345245361328,38.416282653808594,3.1771697998046875,3.1771697998046875,0.0,False
1012_0.85_1.28,1012_0.85_1.28.png,13,val_regular,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/haze/1012_0.85_1.28.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/gt/1012.png,38504c3095c0700e876e42975c3d21c9035827f86b22bfce00f10cdd27be47df,de748918ebf83988c5a9acf2dd072da4c247f914d9c2b7a61a9111518bee2132,/sda/home/wangyuxin/ConvIR-B/runtime_outputs/haze4k_v2_35_fullimage_teacher_cache_context_contract_audit_20260706/fullimage_teacher_cache/1012_0.85_1.28/A0_full.pt,0e46b332baa51286f6f1c9e6ef633f582bbcb944a3c65a14ad95d4c87778dbae,38.416282653808594,/sda/home/wangyuxin/ConvIR-B/runtime_outputs/haze4k_v2_35_fullimage_teacher_cache_context_contract_audit_20260706/fullimage_teacher_cache/1012_0.85_1.28/WDMamba_full.pt,5c7629747c0ac538097428a1f56e1f40bf6a462f06abb5c423e3176463b14a70,42.36326599121094,0.5,"clamp(A0 + alpha * (WDMamba - A0), 0, 1)",/sda/home/wangyuxin/ConvIR-B/runtime_outputs/haze4k_v2_35_fullimage_teacher_cache_context_contract_audit_20260706/fullimage_teacher_cache/1012_0.85_1.28/blend_a0p5.pt,40dd0d636fe5998b7a95d50101b38f25d2c83b354fbaa46305210d527c30fe49,42.54071044921875,38.416282653808594,4.124427795410156,4.124427795410156,0.0,False
1016_0.8_1.72,1016_0.8_1.72.png,17,val_regular,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/haze/1016_0.8_1.72.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/gt/1016.png,ceddc950ebb36d5d419213b44b0636a0dcb74ff04de52268d0c2191cf72562bf,a613c5c8b500206ac9fd22b4679d1979ea2023f1fa22d433126aacab34211ae8,/sda/home/wangyuxin/ConvIR-B/runtime_outputs/haze4k_v2_35_fullimage_teacher_cache_context_contract_audit_20260706/fullimage_teacher_cache/1016_0.8_1.72/A0_full.pt,c8170ef4bb860cc3a5700e7ca002b7e09c3eb8f2af301f4007326710459d06f1,39.61763381958008,/sda/home/wangyuxin/ConvIR-B/runtime_outputs/haze4k_v2_35_fullimage_teacher_cache_context_contract_audit_20260706/fullimage_teacher_cache/1016_0.8_1.72/WDMamba_full.pt,86a073d31e561af7579c5ccce88c6b7bf42dd29d55f78dcaf41274e4d3967154,39.58578109741211,0.375,"clamp(A0 + alpha * (WDMamba - A0), 0, 1)",/sda/home/wangyuxin/ConvIR-B/runtime_outputs/haze4k_v2_35_fullimage_teacher_cache_context_contract_audit_20260706/fullimage_teacher_cache/1016_0.8_1.72/blend_a0p375.pt,991548f3832a784e352f60f5203bc52d4b9ccd22b94817a4994c7b129a5ece78,41.46025085449219,39.61763381958008,1.8426170349121094,1.8426170349121094,0.0,False
1016_0.8_1.72,1016_0.8_1.72.png,17,val_regular,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/haze/1016_0.8_1.72.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/gt/1016.png,ceddc950ebb36d5d419213b44b0636a0dcb74ff04de52268d0c2191cf72562bf,a613c5c8b500206ac9fd22b4679d1979ea2023f1fa22d433126aacab34211ae8,/sda/home/wangyuxin/ConvIR-B/runtime_outputs/haze4k_v2_35_fullimage_teacher_cache_context_contract_audit_20260706/fullimage_teacher_cache/1016_0.8_1.72/A0_full.pt,c8170ef4bb860cc3a5700e7ca002b7e09c3eb8f2af301f4007326710459d06f1,39.61763381958008,/sda/home/wangyuxin/ConvIR-B/runtime_outputs/haze4k_v2_35_fullimage_teacher_cache_context_contract_audit_20260706/fullimage_teacher_cache/1016_0.8_1.72/WDMamba_full.pt,86a073d31e561af7579c5ccce88c6b7bf42dd29d55f78dcaf41274e4d3967154,39.58578109741211,0.5,"clamp(A0 + alpha * (WDMamba - A0), 0, 1)",/sda/home/wangyuxin/ConvIR-B/runtime_outputs/haze4k_v2_35_fullimage_teacher_cache_context_contract_audit_20260706/fullimage_teacher_cache/1016_0.8_1.72/blend_a0p5.pt,fd3254f136182edd4e8946e1bc33d638858c3b21f8cdf134ce1bd5bd06d0dd28,41.6109619140625,39.61763381958008,1.9933280944824219,1.9933280944824219,0.0,False
1023_0.5_1.87,1023_0.5_1.87.png,25,val_regular,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/haze/1023_0.5_1.87.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/gt/1023.png,dc243511649a4f980b368007c9a6aab9864213f55a756930eb775039df6613a0,e58ad28a11766a9dd275a4337b2bbe91e026cc1d4e62d84fbb4c199a3c378223,/sda/home/wangyuxin/ConvIR-B/runtime_outputs/haze4k_v2_35_fullimage_teacher_cache_context_contract_audit_20260706/fullimage_teacher_cache/1023_0.5_1.87/A0_full.pt,4aa6affbe79daba1b4c9057a9ec9fdabf564c4b391474b47586f3964633b1a05,37.465614318847656,/sda/home/wangyuxin/ConvIR-B/runtime_outputs/haze4k_v2_35_fullimage_teacher_cache_context_contract_audit_20260706/fullimage_teacher_cache/1023_0.5_1.87/WDMamba_full.pt,670ac70b9e57229b15a32fa845b3e6a84afe3b3a03332b3cc7d504e7e8c85a3a,35.550132751464844,0.375,"clamp(A0 + alpha * (WDMamba - A0), 0, 1)",/sda/home/wangyuxin/ConvIR-B/runtime_outputs/haze4k_v2_35_fullimage_teacher_cache_context_contract_audit_20260706/fullimage_teacher_cache/1023_0.5_1.87/blend_a0p375.pt,2096fdba67e23cd34d8e48c7f283948b0221634c62c4752f097725b78796f2f5,37.78278732299805,37.465614318847656,0.3171730041503906,0.3171730041503906,0.0,False
1023_0.5_1.87,1023_0.5_1.87.png,25,val_regular,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/haze/1023_0.5_1.87.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/gt/1023.png,dc243511649a4f980b368007c9a6aab9864213f55a756930eb775039df6613a0,e58ad28a11766a9dd275a4337b2bbe91e026cc1d4e62d84fbb4c199a3c378223,/sda/home/wangyuxin/ConvIR-B/runtime_outputs/haze4k_v2_35_fullimage_teacher_cache_context_contract_audit_20260706/fullimage_teacher_cache/1023_0.5_1.87/A0_full.pt,4aa6affbe79daba1b4c9057a9ec9fdabf564c4b391474b47586f3964633b1a05,37.465614318847656,/sda/home/wangyuxin/ConvIR-B/runtime_outputs/haze4k_v2_35_fullimage_teacher_cache_context_contract_audit_20260706/fullimage_teacher_cache/1023_0.5_1.87/WDMamba_full.pt,670ac70b9e57229b15a32fa845b3e6a84afe3b3a03332b3cc7d504e7e8c85a3a,35.550132751464844,0.5,"clamp(A0 + alpha * (WDMamba - A0), 0, 1)",/sda/home/wangyuxin/ConvIR-B/runtime_outputs/haze4k_v2_35_fullimage_teacher_cache_context_contract_audit_20260706/fullimage_teacher_cache/1023_0.5_1.87/blend_a0p5.pt,db2cb8f4c49c03dba4a7f0446e8b512223954fa2e5a1bc0a8853301db58de7f8,37.55197525024414,37.465614318847656,0.08636093139648438,0.08636093139648438,0.0,False
1031_0.76_0.7,1031_0.76_0.7.png,34,val_regular,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/haze/1031_0.76_0.7.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/gt/1031.png,ec9baa98032ba6e1ae311e8d1a4abe326d03021287fca9e04b3628b7a38f1772,5e519d8c9062fed840170baae1bf45cbff0d92595c15a1b94d717f65fef5edc3,/sda/home/wangyuxin/ConvIR-B/runtime_outputs/haze4k_v2_35_fullimage_teacher_cache_context_contract_audit_20260706/fullimage_teacher_cache/1031_0.76_0.7/A0_full.pt,171974dfb5f712b20602f49c40583e1020c5361e52385098abdacb2f51c179ed,42.84375762939453,/sda/home/wangyuxin/ConvIR-B/runtime_outputs/haze4k_v2_35_fullimage_teacher_cache_context_contract_audit_20260706/fullimage_teacher_cache/1031_0.76_0.7/WDMamba_full.pt,50182e7a6ca73005a346e18dda49e30541d62118325c58ea8c6288b021148a1c,43.76247787475586,0.375,"clamp(A0 + alpha * (WDMamba - A0), 0, 1)",/sda/home/wangyuxin/ConvIR-B/runtime_outputs/haze4k_v2_35_fullimage_teacher_cache_context_contract_audit_20260706/fullimage_teacher_cache/1031_0.76_0.7/blend_a0p375.pt,55aa5a9f0dede57b05ccb0e25a65d90aeee2e16607fee4d05372a1432d08b2e6,44.742923736572266,42.84375762939453,1.8991661071777344,1.8991661071777344,0.0,False
1031_0.76_0.7,1031_0.76_0.7.png,34,val_regular,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/haze/1031_0.76_0.7.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/gt/1031.png,ec9baa98032ba6e1ae311e8d1a4abe326d03021287fca9e04b3628b7a38f1772,5e519d8c9062fed840170baae1bf45cbff0d92595c15a1b94d717f65fef5edc3,/sda/home/wangyuxin/ConvIR-B/runtime_outputs/haze4k_v2_35_fullimage_teacher_cache_context_contract_audit_20260706/fullimage_teacher_cache/1031_0.76_0.7/A0_full.pt,171974dfb5f712b20602f49c40583e1020c5361e52385098abdacb2f51c179ed,42.84375762939453,/sda/home/wangyuxin/ConvIR-B/runtime_outputs/haze4k_v2_35_fullimage_teacher_cache_context_contract_audit_20260706/fullimage_teacher_cache/1031_0.76_0.7/WDMamba_full.pt,50182e7a6ca73005a346e18dda49e30541d62118325c58ea8c6288b021148a1c,43.76247787475586,0.5,"clamp(A0 + alpha * (WDMamba - A0), 0, 1)",/sda/home/wangyuxin/ConvIR-B/runtime_outputs/haze4k_v2_35_fullimage_teacher_cache_context_contract_audit_20260706/fullimage_teacher_cache/1031_0.76_0.7/blend_a0p5.pt,bc652f4ade6ec1eddd428153636c1c01aeebdc01407c469e7cd95311c003cdfa,45.039886474609375,42.84375762939453,2.1961288452148438,2.1961288452148438,0.0,False
1035_0.76_1.14,1035_0.76_1.14.png,38,val_regular,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/haze/1035_0.76_1.14.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/gt/1035.png,58d3ffb1c370a9fcf9e05ad56743c226a7a04da29bad114723beb2d828cb8f36,61fff66a9253d2d404d4d27617dc636c8cf64a2c53d1d0ed9fb9dfe9601ee853,/sda/home/wangyuxin/ConvIR-B/runtime_outputs/haze4k_v2_35_fullimage_teacher_cache_context_contract_audit_20260706/fullimage_teacher_cache/1035_0.76_1.14/A0_full.pt,d881850d4562d15d6dcd658b15883a70e26192b0cc4907401a83ca0b867946af,33.747764587402344,/sda/home/wangyuxin/ConvIR-B/runtime_outputs/haze4k_v2_35_fullimage_teacher_cache_context_contract_audit_20260706/fullimage_teacher_cache/1035_0.76_1.14/WDMamba_full.pt,0b87c5fd69da9ed4e4e8d5044397953db4ff78209ded40464fbb9d8185afb97f,42.47313690185547,0.375,"clamp(A0 + alpha * (WDMamba - A0), 0, 1)",/sda/home/wangyuxin/ConvIR-B/runtime_outputs/haze4k_v2_35_fullimage_teacher_cache_context_contract_audit_20260706/fullimage_teacher_cache/1035_0.76_1.14/blend_a0p375.pt,9d5c47a7dd38c838ec353fef76662cde98c24a0516cf41c130315c6e9c025ecd,37.56318283081055,33.747764587402344,3.815418243408203,3.815418243408203,0.0,False
1035_0.76_1.14,1035_0.76_1.14.png,38,val_regular,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/haze/1035_0.76_1.14.png,/sda/home/wangyuxin/ConvIR-B/datasets/Haze4K/Haze4K/train/gt/1035.png,58d3ffb1c370a9fcf9e05ad56743c226a7a04da29bad114723beb2d828cb8f36,61fff66a9253d2d404d4d27617dc636c8cf64a2c53d1d0ed9fb9dfe9601ee853,/sda/home/wangyuxin/ConvIR-B/runtime_outputs/haze4k_v2_35_fullimage_teacher_cache_context_contract_audit_20260706/fullimage_teacher_cache/1035_0.76_1.14/A0_full.pt,d881850d4562d15d6dcd658b15883a70e26192b0cc4907401a83ca0b867946af,33.747764587402344,/sda/home/wangyuxin/ConvIR-B/runtime_outputs/haze4k_v2_35_fullimage_teacher_cache_context_contract_audit_20260706/fullimage_teacher_cache/1035_0.76_1.14/WDMamba_full.pt,0b87c5fd69da9ed4e4e8d5044397953db4ff78209ded40464fbb9d8185afb97f,42.47313690185547,0.5,"clamp(A0 + alpha * (WDMamba - A0), 0, 1)",/sda/home/wangyuxin/ConvIR-B/runtime_outputs/haze4k_v2_35_fullimage_teacher_cache_context_contract_audit_20260706/fullimage_teacher_cache/1035_0.76_1.14/blend_a0p5.pt,57d2a5afb953cfc3bdc5ad37f44adc40dab1df9754c110ab6a20419308312137,39.12635040283203,33.747764587402344,5.3785858154296875,5.3785858154296875,0.0,False
